ADDRESS,INC1,INC2,INC3,INC4,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,ObjectId
2200 BLOCK N 68TH ST,42000,24244,0,0,80,C3-020966,2019,3/14/2023,MON,3/13/2023,1700,TUE,3/14/2023,2019,0,100,5746
3300 BLOCK SERENITY CIR,56366,0,0,0,84,C3-022069,1826,3/18/2023,SAT,3/18/2023,1714,SAT,3/18/2023,1826,0,0,5747
8700 BLOCK ANDERMATT DR,56000,0,0,0,17,C3-022275,1455,3/19/2023,SUN,3/19/2023,1453,SUN,3/19/2023,1455,0,0,5748
1000 BLOCK H ST,5111,0,0,0,84,C3-020979,2053,3/14/2023,TUE,3/14/2023,2030,TUE,3/14/2023,2053,0,0,5749
1600 BLOCK PINE LAKE RD,29300,0,0,0,24,C3-021729,1324,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1324,0,0,5750
5000 BLOCK VINE ST,13000,0,0,0,84,C3-021867,2229,3/17/2023,FRI,3/17/2023,2200,FRI,3/17/2023,2229,0,0,5751
100 BLOCK W TREEHAVEN DR,5222,23400,0,0,81,C3-022076,1916,3/18/2023,SAT,3/18/2023,1915,,,1916,0,0,5752
CITY OF LINCOLN,61000,0,0,0,69,C3-021621,247,3/17/2023,FRI,3/17/2023,247,,,247,0,0,5753
8700 BLOCK ANDERMATT DR,23300,0,0,0,17,C3-022284,1535,3/19/2023,SUN,3/19/2023,1524,SUN,3/19/2023,1535,0,0,5754
1000 BLOCK E ST,13000,0,0,0,83,C3-020984,2057,3/14/2023,TUE,3/14/2023,2000,TUE,3/14/2023,2057,0,0,5755
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021730,1325,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1325,0,0,5756
4600 BLOCK MEREDETH ST,13000,9000,0,0,84,C3-021878,2302,3/17/2023,FRI,3/17/2023,2200,FRI,3/17/2023,2302,0,0,5757
1300 BLOCK S 14TH ST,8000,12000,0,0,83,C3-022078,1944,3/18/2023,SAT,3/18/2023,1930,SAT,3/18/2023,1944,0,0,5758
N 59TH ST / VINE ST,27111,0,0,0,1,C3-021624,335,3/17/2023,FRI,3/17/2023,335,,,335,0,0,5759
5400 BLOCK S 56TH ST,23900,0,0,0,21,C3-022286,1539,3/19/2023,SUN,3/19/2023,1448,SUN,3/19/2023,1539,0,0,5760
4600 BLOCK MEREDETH ST,13000,0,0,0,84,C3-020987,2121,3/14/2023,TUE,3/14/2023,1715,TUE,3/14/2023,2121,0,0,5761
S 14TH ST / CUSHMAN DR,27111,26111,0,0,1,C3-021891,2257,3/17/2023,FRI,3/17/2023,2257,,,2257,0,0,5762
6800 BLOCK S 27TH ST,29300,0,0,0,99,C3-021731,1325,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1325,0,0,5763
1800 BLOCK N 63RD ST,25111,0,0,0,80,C3-022080,1935,3/18/2023,,3/18/2023,1910,,,1935,0,0,5764
6400 BLOCK AYLESWORTH AVE,23900,0,0,0,80,C3-022289,1551,3/19/2023,SUN,3/19/2023,1252,SUN,3/19/2023,1551,0,0,5765
6000 BLOCK FRANKLIN ST,41000,42000,0,0,1,C3-021631,528,3/17/2023,THU,3/16/2023,1700,FRI,3/17/2023,528,0,200,5766
8700 BLOCK ANDERMATT DR,24255,0,0,0,17,C3-020988,2120,3/14/2023,TUE,3/14/2023,2119,,,2120,0,0,5767
1700 BLOCK L ST,24244,0,0,0,25,C3-022291,1554,3/19/2023,SUN,3/19/2023,1435,SUN,3/19/2023,1554,0,0,5768
2100 BLOCK K ST,29300,0,0,0,24,C3-021732,1325,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1325,0,0,5769
4200 BLOCK EDISON CIR,13000,0,0,0,84,C3-021897,2356,3/17/2023,FRI,3/17/2023,2350,FRI,3/17/2023,2356,0,0,5770
800 BLOCK N 27TH ST,41000,0,0,0,24,C3-022083,2012,3/18/2023,SAT,3/18/2023,1915,SAT,3/18/2023,2012,0,0,5771
5300 BLOCK S 56TH ST,9600,0,0,0,7,C3-020992,2132,3/14/2023,TUE,3/14/2023,2125,TUE,3/14/2023,2132,0,0,5772
1200 BLOCK RADCLIFF ST,5222,0,0,0,76,C3-021634,603,3/17/2023,FRI,3/17/2023,515,FRI,3/17/2023,603,0,0,5773
600 BLOCK S 42ND ST,23500,0,0,0,80,C3-022297,1557,3/19/2023,SUN,3/19/2023,344,SUN,3/19/2023,1557,0,0,5774
6700 BLOCK S 27TH ST,29300,0,0,0,24,C3-021733,1325,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1325,0,0,5775
2600 BLOCK CORNHUSKER HWY,23300,0,0,0,21,C3-021899,2353,3/17/2023,SUN,3/14/2023,249,SUN,3/14/2023,2353,0,0,5776
8700 BLOCK ANDERMATT DR,23300,0,0,0,21,C3-022086,2025,3/18/2023,SAT,3/18/2023,1717,SAT,3/18/2023,2025,0,0,5777
4400 BLOCK N 27TH ST,12000,0,0,0,24,C3-020997,2148,3/14/2023,TUE,3/14/2023,2130,TUE,3/14/2023,2148,0,0,5778
700 BLOCK FOLSOM LN,41000,0,0,0,84,C3-021636,628,3/17/2023,THU,3/16/2023,2300,FRI,3/17/2023,628,0,0,5779
4700 BLOCK BRIARPARK DR,6000,0,0,0,84,C3-022299,1618,3/19/2023,WED,3/15/2023,1600,SUN,3/19/2023,1618,0,0,5780
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021734,1325,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1325,0,0,5781
2600 BLOCK CORNHUSKER HWY,51000,0,0,0,21,C3-021901,2355,3/17/2023,SUN,2/26/2023,400,SUN,2/26/2023,2355,0,0,5782
VINE ST / N ANTELOPE VALLEY JW,8000,0,0,0,3,C3-022098,2100,3/18/2023,SAT,3/18/2023,2050,SAT,3/18/2023,2100,0,0,5783
3500 BLOCK N 48TH ST,23300,0,0,0,36,C3-021000,2159,3/14/2023,TUE,3/14/2023,2139,TUE,3/14/2023,2159,0,0,5784
1300 BLOCK N. 26TH,40222,0,0,0,82,C3-021641,736,3/17/2023,THU,3/16/2023,1,FRI,3/17/2023,736,0,0,5785
3700 BLOCK HOHENSEE DR,5222,0,0,0,84,C3-022307,1707,3/19/2023,SUN,3/19/2023,1630,SUN,3/19/2023,1707,0,0,5786
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021735,1326,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1326,0,0,5787
2900 BLOCK NW 12TH ST,5222,0,0,0,86,C3-021906,18,3/18/2023,SAT,3/18/2023,1,SAT,3/18/2023,18,0,0,5788
2200 BLOCK E ST,25111,0,0,0,80,C3-022104,2121,3/18/2023,,3/18/2023,900,,,2121,0,0,5789
S 18TH ST / M ST SWC,5222,0,0,0,1,C3-021003,2228,3/14/2023,TUE,3/14/2023,2220,TUE,3/14/2023,2228,0,0,5790
2600 BLOCK N 70TH ST,54111,0,0,0,63,C3-021642,735,3/17/2023,THU,3/16/2023,1800,THU,3/16/2023,735,0,0,5791
200 BLOCK NW 22ND ST,42000,0,0,0,80,C3-022308,1716,3/19/2023,SUN,3/5/2023,1700,SUN,3/19/2023,1716,0,200,5792
300 BLOCK W O ST,29300,0,0,0,24,C3-021736,1327,3/17/2023,FRI,3/17/2023,1,FRI,3/17/2023,1327,0,0,5793
2800 BLOCK NW 3RD ST,25211,0,0,0,80,C3-021907,13,3/18/2023,,3/17/2023,2300,,,13,0,0,5794
4200 BLOCK N 25TH ST,5222,0,0,0,82,C3-022114,1740,3/18/2023,FRI,3/17/2023,1,FRI,3/17/2023,1740,0,0,5795
900 BLOCK S 12TH ST,5222,0,0,0,84,C3-021006,2234,3/14/2023,TUE,3/14/2023,2200,TUE,3/14/2023,2234,0,0,5796
CITY OF LINCOLN,25111,0,0,0,99,C3-021643,744,3/17/2023,,3/9/2023,1,,,744,0,0,5797
1400 BLOCK W JEAN CIR,25211,0,0,0,80,C3-021645,752,3/17/2023,,3/12/2023,1800,,,752,0,0,5798
6200 BLOCK S 34TH ST,23500,0,0,0,84,C3-021648,745,3/17/2023,THU,3/16/2023,2100,THU,3/16/2023,745,0,0,5799
100 BLOCK Q ST,5222,0,0,0,75,C3-021650,817,3/17/2023,FRI,3/17/2023,815,,,817,0,0,5800
2000 BLOCK GARFIELD ST,5222,0,0,0,83,C3-021658,912,3/17/2023,FRI,3/17/2023,836,FRI,3/17/2023,912,0,0,5801
5200 BLOCK WALKER AVE,24000,0,0,0,80,C3-021659,811,3/17/2023,THU,3/16/2023,,THU,3/16/2023,811,0,0,5802
3100 BLOCK ABBOTSFORD LN,24000,0,0,0,80,C3-021663,911,3/17/2023,MON,11/22/2021,1200,FRI,3/17/2023,911,0,0,5803
5000 BLOCK N 32ND ST,23900,42000,0,0,35,C3-021664,919,3/17/2023,SAT,10/1/2022,1,THU,3/16/2023,919,0,500,5804
6500 BLOCK PIONEERS BLVD,24244,0,0,0,35,C3-021671,933,3/17/2023,SAT,3/11/2023,1200,THU,3/16/2023,933,0,0,5805
7100 BLOCK STACY LN,23300,0,0,0,21,C3-021672,939,3/17/2023,WED,3/15/2023,1949,WED,3/15/2023,939,0,0,5806
1700 BLOCK L ST,23300,0,0,0,25,C3-021673,1015,3/17/2023,FRI,3/17/2023,953,FRI,3/17/2023,1015,0,0,5807
1000 BLOCK C ST,5222,0,0,0,82,C3-021677,1037,3/17/2023,FRI,3/17/2023,1000,FRI,3/17/2023,1037,0,0,5808
1500 BLOCK SUPERIOR ST,23500,0,0,0,84,C3-021679,1048,3/17/2023,THU,3/16/2023,2200,FRI,3/17/2023,1048,0,0,5809
600 BLOCK N 46TH ST,29500,17400,0,0,73,C3-021682,1041,3/17/2023,FRI,3/17/2023,1041,,,1041,0,0,5810
6400 BLOCK LOGAN AVE,6000,0,0,0,80,C3-021684,1102,3/17/2023,WED,3/15/2023,200,WED,3/15/2023,1102,0,0,5811
1900 BLOCK N 84TH ST,61000,0,0,0,62,C3-021686,1117,3/17/2023,SUN,12/25/2022,,FRI,3/17/2023,1117,0,0,5812
3800 BLOCK W O ST,5222,0,0,0,75,C3-021687,1126,3/17/2023,FRI,3/17/2023,1100,,,1126,0,0,5813
3800 BLOCK W O ST,27111,0,0,0,71,C3-021690,1151,3/17/2023,FRI,3/17/2023,1113,FRI,3/17/2023,1151,0,0,5814
CITY OF LINCOLN,29500,0,0,0,69,C3-021691,1149,3/17/2023,TUE,3/14/2023,1,FRI,3/17/2023,1149,0,0,5815
INTERNET/CYBERSPACE,29300,0,0,0,69,C3-021692,1143,3/17/2023,WED,2/8/2023,1,FRI,3/17/2023,1143,0,0,5816
700 BLOCK OLD CHENEY RD,11100,0,0,0,80,C3-021694,1154,3/17/2023,FRI,3/17/2023,0,FRI,3/17/2023,1154,0,0,5817
5000 BLOCK PRINCE RD,27111,26111,8333,0,80,C3-021695,1111,3/17/2023,FRI,3/17/2023,1105,FRI,3/17/2023,1111,0,0,5818
CITY OF LINCOLN,54111,0,0,0,99,C3-021696,1221,3/17/2023,WED,3/15/2023,1200,THU,3/16/2023,1221,0,0,5819
CITY OF LINCOLN,25111,0,0,0,99,C3-021697,1233,3/17/2023,,12/30/2022,1300,,,1233,0,0,5820
4400 O STREET,29300,0,0,0,36,C3-021708,1320,3/17/2023,MON,2/27/2023,1,MON,2/27/2023,1320,0,0,5821
CITY OF LINCOLN,29300,0,0,0,24,C3-021709,1320,3/17/2023,FRI,3/3/2023,1,FRI,3/3/2023,1320,0,0,5822
CITY OF LINCOLN,29300,0,0,0,24,C3-021710,1320,3/17/2023,FRI,3/3/2023,1,FRI,3/3/2023,1320,0,0,5823
CITY OF LINCOLN,29300,0,0,0,24,C3-021711,1320,3/17/2023,FRI,3/3/2023,1,FRI,3/3/2023,1320,0,0,5824
2100 BLOCK K ST,29300,0,0,0,24,C3-021712,1321,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1321,0,0,5825
CITY OF LINCOLN,29300,0,0,0,24,C3-021713,1321,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1321,0,0,5826
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021714,1321,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1321,0,0,5827
CITY OF LINCOLN,29300,0,0,0,99,C3-021715,1321,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1321,0,0,5828
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021716,1322,3/17/2023,WED,3/8/2023,1,WED,3/8/2023,1322,0,0,5829
1600 BLOCK PINE LAKE RD,29300,0,0,0,24,C3-021717,1322,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1322,0,0,5830
2800 BLOCK PINE LAKE RD,29300,0,0,0,24,C3-021718,1322,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1322,0,0,5831
INTERNET/CYBERSPACE,29300,0,0,0,69,C3-021719,1322,3/17/2023,WED,3/8/2023,1,WED,3/8/2023,1322,0,0,5832
1900 BLOCK J ST,42000,0,0,0,83,C3-022317,1740,3/19/2023,SUN,3/19/2023,1730,SUN,3/19/2023,1740,0,100,5833
4000 BLOCK BEL-RIDGE DR,23500,0,0,0,80,C3-022116,2215,3/18/2023,FRI,3/17/2023,2230,SAT,3/18/2023,2215,0,0,5834
500 BLOCK W CORNHUSKER HWY,6000,0,0,0,25,C3-021910,28,3/18/2023,SAT,3/18/2023,20,,,28,0,10,5835
5900 BLOCK PLATTE AVE,29300,0,0,0,84,C3-021741,1350,3/17/2023,FRI,3/17/2023,,FRI,3/17/2023,1350,0,0,5836
1600 BLOCK SW LACEY LN,56366,0,0,0,80,C3-021007,2237,3/14/2023,TUE,3/14/2023,1700,TUE,3/14/2023,2237,0,0,5837
2000 BLOCK F ST,42000,0,0,0,84,C3-021744,1404,3/17/2023,TUE,3/17/2020,700,FRI,3/17/2023,1404,0,300,5838
CITY OF LINCOLN,23600,0,0,0,99,C3-022318,1743,3/19/2023,SUN,3/19/2023,200,SUN,3/19/2023,1743,0,0,5839
5400 BLOCK L ST,25211,0,0,0,80,C3-022120,2233,3/18/2023,,3/18/2023,2030,,,2233,0,0,5840
600 BLOCK S 18TH ST,5222,0,0,0,84,C3-021911,37,3/18/2023,FRI,3/17/2023,1500,SAT,3/18/2023,37,0,0,5841
2500 BLOCK N 11TH ST,29500,0,0,0,24,C3-021012,2249,3/14/2023,TUE,3/14/2023,2030,TUE,3/14/2023,2249,0,0,5842
700 BLOCK OLD CHENEY RD,11100,0,0,0,80,C3-021747,1425,3/17/2023,FRI,3/17/2023,0,FRI,3/17/2023,1425,0,0,5843
8900 BLOCK ANDERMATT DR,23300,0,0,0,22,C3-022319,1756,3/19/2023,SUN,3/19/2023,1547,,,1756,0,0,5844
1700 BLOCK G ST,42000,0,0,0,84,C3-022121,2235,3/18/2023,SAT,3/18/2023,2225,SAT,3/18/2023,2235,0,200,5845
S 40TH ST / NORMAL BLVD,8111,27111,0,0,1,C3-021918,38,3/18/2023,SAT,3/18/2023,38,,,38,0,0,5846
1700 BLOCK M ST,5333,0,0,0,86,C3-021014,2316,3/14/2023,TUE,3/14/2023,2216,TUE,3/14/2023,2316,0,0,5847
2400 BLOCK R ST,25111,0,0,0,76,C3-021748,1422,3/17/2023,,3/17/2023,1130,,,1422,0,0,5848
6000 BLOCK S 81ST ST,5222,0,0,0,1,C3-022323,1812,3/19/2023,SUN,3/19/2023,1700,SUN,3/19/2023,1812,0,0,5849
S 40TH ST / ROKEBY RD,23900,0,0,0,37,C3-022128,2255,3/18/2023,SAT,3/18/2023,1000,SAT,3/18/2023,2255,0,0,5850
1400 BLOCK O ST,5333,0,0,0,12,C3-021927,142,3/18/2023,SAT,3/18/2023,135,SAT,3/18/2023,142,0,0,5851
200 BLOCK N.48TH ST,54111,0,0,0,21,C3-021020,2304,3/14/2023,MON,3/13/2023,2145,TUE,3/14/2023,2304,0,0,5852
2900 BLOCK S 17TH ST,24166,0,0,0,80,C3-021749,1433,3/17/2023,FRI,3/17/2023,1400,FRI,3/17/2023,1433,0,110,5853
3600 BLOCK N 52ND ST,13000,0,0,0,84,C3-022324,1817,3/19/2023,SUN,3/19/2023,1800,SUN,3/19/2023,1817,0,0,5854
100 BLOCK W TREEHAVEN DR,5222,0,0,0,81,C3-022130,2118,3/18/2023,SAT,3/18/2023,2115,,,2118,0,0,5855
200 BLOCK W E ST,56366,0,0,0,80,C3-021929,151,3/18/2023,SAT,3/18/2023,145,SAT,3/18/2023,151,0,0,5856
N 33RD ST / R ST,8333,27111,26111,0,1,C3-021021,2337,3/14/2023,TUE,3/14/2023,2337,TUE,3/14/2023,2337,0,0,5857
1000 BLOCK S 12 ST,13000,0,0,0,80,C3-021751,1429,3/17/2023,FRI,3/17/2023,1415,FRI,3/17/2023,1429,0,0,5858
300 BLOCK C ST,13000,0,0,0,83,C3-022334,1907,3/19/2023,SUN,3/19/2023,1900,SUN,3/19/2023,1907,0,0,5859
3100 BLOCK FLETCHER AVE,5222,0,0,0,84,C3-022131,2301,3/18/2023,SAT,3/18/2023,2230,SAT,3/18/2023,2301,0,0,5860
2500 BLOCK WEMSHA CT,25211,0,0,0,17,C3-021931,205,3/18/2023,,3/17/2023,1700,,,205,0,0,5861
7100 BLOCK ADAMS ST,24000,0,0,0,99,C3-021022,2350,3/14/2023,TUE,2/1/2022,1200,SAT,3/4/2023,2350,0,0,5862
400 BLOCK N 44TH ST,23500,0,0,0,84,C3-021754,1439,3/17/2023,MON,3/13/2023,1200,FRI,3/17/2023,1439,0,0,5863
1200 BLOCK RADCLIFF ST,5222,0,0,0,75,C3-022336,1914,3/19/2023,SUN,3/19/2023,1855,SUN,3/19/2023,1914,0,0,5864
6100 BLOCK S 81ST ST,25211,0,0,0,80,C3-022138,2338,3/18/2023,,3/18/2023,2330,,,2338,0,0,5865
2000 BLOCK S 56TH ST,23300,0,0,0,25,C3-021934,219,3/18/2023,SAT,3/18/2023,100,SAT,3/18/2023,219,0,0,5866
3300 BLOCK HOLDREGE ST,41000,0,0,0,36,C3-021028,40,3/15/2023,WED,3/15/2023,35,WED,3/15/2023,40,0,0,5867
4100 BLOCK SPRUCE ST,29410,0,0,0,80,C3-021756,1342,3/17/2023,SUN,8/2/2020,1,SUN,8/2/2020,1342,0,0,5868
8700 BLOCK ANDERMATT DR,23300,0,0,0,17,C3-022337,1916,3/19/2023,SUN,3/19/2023,1825,SUN,3/19/2023,1916,0,0,5869
4700 BLOCK MEREDETH ST,12000,0,0,0,80,C3-022143,16,3/19/2023,SUN,3/19/2023,5,SUN,3/19/2023,16,0,0,5870
61100 BLOCK HAVELOCK AVE,25111,0,0,0,12,C3-021948,236,3/18/2023,,3/18/2023,30,,,236,0,0,5871
300 BLOCK W O ST,27111,26111,0,0,25,C3-021950,314,3/18/2023,SAT,3/18/2023,314,,,314,0,0,5872
6500 BLOCK BENTON ST,52000,0,0,0,80,C3-021029,39,3/15/2023,TUE,3/14/2023,2330,WED,3/15/2023,39,0,0,5873
1700 BLOCK N 25TH ST,13000,0,0,0,80,C3-021954,441,3/18/2023,SAT,3/18/2023,430,SAT,3/18/2023,441,0,0,5874
3600 BLOCK BALDWIN AVE,45111,0,0,0,1,C3-022147,40,3/19/2023,SUN,3/19/2023,0,SUN,3/19/2023,40,0,15000,5875
1800 BLOCK RUSTY LN,25211,0,0,0,80,C3-022339,1921,3/19/2023,,3/19/2023,1918,,,1921,0,0,5876
2500 BLOCK NW 4TH ST,5444,0,0,0,80,C3-021759,1454,3/17/2023,THU,3/16/2023,1500,THU,3/16/2023,1454,0,0,5877
500 BLOCK W CORNHUSKER HWY,23300,0,0,0,25,C3-022341,1937,3/19/2023,SUN,3/19/2023,1928,SUN,3/19/2023,1937,0,0,5878
500 BLOCK W GARBER AVE,41100,0,0,0,81,C3-021037,131,3/15/2023,MON,3/13/2023,0,,,131,0,0,5879
5600 BLOCK HOLDREGE ST,12000,0,0,0,36,C3-021958,457,3/18/2023,SAT,3/18/2023,450,SAT,3/18/2023,457,0,0,5880
7500 BLOCK WILLARD AVE,11300,0,0,0,80,C3-022151,48,3/19/2023,SUN,3/19/2023,0,SUN,3/19/2023,48,0,0,5881
200 BLOCK W DAWES AVE,42000,0,0,0,80,C3-021764,1409,3/17/2023,FRI,3/10/2023,1,THU,3/16/2023,1409,0,10,5882
4100 BLOCK N 84TH ST,5222,0,0,0,71,C3-022342,1939,3/19/2023,SAT,3/18/2023,1200,SAT,3/18/2023,1939,0,0,5883
3800 BLOCK W O ST,56000,0,0,0,75,C3-021038,132,3/15/2023,WED,3/15/2023,132,,,132,0,0,5884
1400 BLOCK O ST,54111,0,0,0,3,C3-021960,559,3/18/2023,WED,3/1/2023,1700,WED,3/1/2023,559,0,0,5885
2900 BLOCK Q ST,23500,0,0,0,2,C3-022159,120,3/19/2023,SUN,3/19/2023,115,SUN,3/19/2023,120,0,300,5886
3000 BLOCK PINE LAKE RD,23300,0,0,0,26,C3-021766,1514,3/17/2023,FRI,3/17/2023,1501,FRI,3/17/2023,1514,0,0,5887
S 11TH ST / B ST,21000,27111,0,0,1,C3-022350,2012,3/19/2023,SUN,3/19/2023,1930,SUN,3/19/2023,2012,0,0,5888
CABLE AVE / JEFFERSON AVE,42000,0,0,0,1,C3-021043,234,3/15/2023,WED,3/15/2023,234,,,234,0,2,5889
5500 BLOCK S 59TH ST,6000,0,0,0,28,C3-021961,554,3/18/2023,SAT,3/18/2023,530,SAT,3/18/2023,554,0,800,5890
5300 BLOCK BENTON ST,5222,9000,42000,24255,80,C3-022160,117,3/19/2023,SUN,3/19/2023,115,SUN,3/19/2023,117,0,67.5,5891
6600 BLOCK HAVELOCK AVE,41000,0,0,0,80,C3-021769,1623,3/17/2023,THU,3/16/2023,2230,FRI,3/17/2023,1623,0,0,5892
4300 BLOCK CORNHUSKER HWY,23500,0,0,0,84,C3-022351,2036,3/19/2023,SUN,3/19/2023,1400,SUN,3/19/2023,2036,0,0,5893
1700 BLOCK S 15TH ST,9000,5222,0,0,82,C3-021049,326,3/15/2023,WED,3/15/2023,200,WED,3/15/2023,326,0,0,5894
3600 BLOCK D ST,41000,0,0,0,80,C3-021966,711,3/18/2023,SAT,3/18/2023,650,SAT,3/18/2023,711,0,0,5895
4200 BLOCK W REBECCA LN,40222,0,0,0,80,C3-022162,127,3/19/2023,SAT,3/18/2023,2230,,,127,0,0,5896
1400 BLOCK WASHINGTON ST,24000,0,0,0,82,C3-021771,1535,3/17/2023,FRI,3/17/2023,1430,FRI,3/17/2023,1535,0,0,5897
700 BLOCK W Q ST,37000,0,0,0,1,C3-022353,2022,3/19/2023,SUN,3/19/2023,1530,SUN,3/19/2023,2022,0,0,5898
2300 BLOCK S 16TH ST,42000,0,0,0,97,C3-021057,608,3/15/2023,WED,3/15/2023,433,WED,3/15/2023,608,0,500,5899
1300 BLOCK N 43RD ST,25211,0,0,0,80,C3-021972,834,3/18/2023,,3/18/2023,824,,,834,0,0,5900
600 BLOCK S 10TH ST,8111,14730,0,0,36,C3-022163,128,3/19/2023,SUN,3/19/2023,128,,,128,0,0,5901
3500 BLOCK N 27TH ST,23300,0,0,0,22,C3-021772,1534,3/17/2023,THU,3/16/2023,1530,THU,3/16/2023,1534,0,0,5902
1000 BLOCK WASHINGTON ST,5222,0,0,0,84,C3-022355,2023,3/19/2023,SUN,3/19/2023,2000,SUN,3/19/2023,2023,0,0,5903
5000 BLOCK R ST,23500,0,0,0,84,C3-021073,834,3/15/2023,TUE,3/14/2023,1930,WED,3/15/2023,834,0,0,5904
5900 BLOCK HAVELOCK AVE,25111,0,0,0,83,C3-021975,849,3/18/2023,,3/16/2023,2209,,,849,0,0,5905
CITY OF LINCOLN,9000,0,0,0,99,C3-022165,140,3/19/2023,SAT,3/18/2023,2149,,,140,0,0,5906
4700 BLOCK CLAIRE AVE,23500,0,0,0,84,C3-022175,258,3/19/2023,SUN,3/19/2023,230,SUN,3/19/2023,258,0,0,5907
5100 BLOCK EMERALD DR,41100,0,0,0,84,C3-022177,300,3/19/2023,SUN,3/5/2023,1,SUN,3/19/2023,300,0,0,5908
2500 BLOCK N 9TH ST,5222,0,0,0,84,C3-022182,316,3/19/2023,SUN,3/19/2023,316,,,316,0,0,5909
5300 BLOCK BENTON ST,24255,0,0,0,83,C3-022189,503,3/19/2023,SUN,3/19/2023,130,,,503,0,0,5910
100 BLOCK W O ST,29300,0,0,0,25,C3-022190,508,3/19/2023,SUN,3/19/2023,1,SUN,3/19/2023,508,0,0,5911
7500 BLOCK WILLARD AVE,24166,0,0,0,80,C3-022191,516,3/19/2023,SUN,3/19/2023,300,,,516,0,50,5912
100 BLOCK S 30TH ST,25111,0,0,0,80,C3-022193,526,3/19/2023,,3/17/2023,1200,,,526,0,0,5913
3800 BLOCK W O ST,27111,0,0,0,75,C3-022202,717,3/19/2023,SUN,3/19/2023,630,SUN,3/19/2023,717,0,0,5914
3900 BLOCK J ST,41000,0,0,0,80,C3-022203,730,3/19/2023,SAT,3/18/2023,2200,SUN,3/19/2023,730,0,0,5915
INTERNET,29300,0,0,0,69,C3-022207,800,3/19/2023,SAT,3/18/2023,509,,,800,0,0,5916
2100 BLOCK POND CIR,25211,0,0,0,82,C3-022208,758,3/19/2023,,3/18/2023,1900,,,758,0,0,5917
INTERNET,29300,0,0,0,69,C3-022209,819,3/19/2023,SAT,3/18/2023,1532,,,819,0,0,5918
1700 BLOCK CULBERA ST,42000,0,0,0,80,C3-022213,821,3/19/2023,SUN,3/19/2023,200,SUN,3/19/2023,821,0,450,5919
100 BLOCK W B ST,41000,0,0,0,82,C3-022217,915,3/19/2023,SUN,3/19/2023,850,SUN,3/19/2023,915,0,0,5920
4900 BLOCK SHERMAN ST,25211,0,0,0,80,C3-022223,937,3/19/2023,,3/18/2023,200,,,937,0,0,5921
1100 BLOCK S 70TH ST,11999,0,0,0,76,C3-022224,1014,3/19/2023,FRI,3/17/2023,1830,SUN,3/19/2023,1014,0,0,5922
8000 BLOCK S 34TH ST,42000,0,0,0,80,C3-022230,1028,3/19/2023,FRI,3/17/2023,200,SUN,3/19/2023,1028,0,550,5923
1000 BLOCK GARBER AVE,42000,23700,0,0,84,C3-022239,1109,3/19/2023,SUN,1/1/2023,2359,SUN,3/19/2023,1109,0,200,5924
200 BLOCK ADAMS ST,9600,0,0,0,84,C3-022241,1128,3/19/2023,SUN,3/19/2023,1100,SUN,3/19/2023,1128,0,0,5925
100 BLOCK NW 20TH ST,12000,0,0,0,36,C3-022242,1142,3/19/2023,SUN,3/19/2023,1141,,,1142,0,0,5926
3000 BLOCK R ST,25211,0,0,0,80,C3-022244,1203,3/19/2023,,3/17/2023,1500,,,1203,0,0,5927
2800 BLOCK PINE LAKE RD,14900,12000,0,0,12,C3-022357,2055,3/19/2023,SUN,3/19/2023,1800,SUN,3/19/2023,2055,0,0,5928
6000 BLOCK MERIDIAN DR,13000,0,0,0,84,C3-021981,932,3/18/2023,SUN,1/1/2023,1,SAT,3/18/2023,932,0,0,5929
2700 BLOCK W ST,29300,0,0,0,36,C3-021080,912,3/15/2023,WED,3/15/2023,234,,,912,0,0,5930
1500 BLOCK CENTER PARK RD,23400,0,0,0,12,C3-022364,2136,3/19/2023,SUN,3/19/2023,1830,SUN,3/19/2023,2136,0,0,5931
2500 BLOCK TAMARIN RIDGE RD.,27444,0,0,0,86,C3-021983,948,3/18/2023,FRI,3/17/2023,1600,,,948,0,0,5932
400 BLOCK W A ST,27000,0,0,0,7,C3-021774,1539,3/17/2023,FRI,3/17/2023,1200,FRI,3/17/2023,1539,0,0,5933
