ADDRESS,INC1,INC2,INC3,INC4,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,ObjectId
1200 BLOCK P ST,42000,0,0,0,8,C3-019728,1044,3/10/2023,SUN,3/5/2023,,,,1044,0,250,5560
5100 BLOCK HOLDREGE ST,5222,0,0,0,80,C3-020903,1610,3/14/2023,TUE,3/14/2023,1600,TUE,3/14/2023,1610,0,0,5561
7100 BLOCK STACY LN,23400,29300,0,0,21,C3-020537,848,3/13/2023,MON,3/13/2023,700,MON,3/13/2023,848,0,0,5562
1900 BLOCK SW 27TH ST,23400,0,0,0,84,C3-020341,1317,3/12/2023,WED,3/8/2023,1445,WED,3/8/2023,1317,0,0,5563
3700 BLOCK RANDOLPH ST,5222,0,0,0,80,C3-019892,1826,3/10/2023,FRI,3/10/2023,1800,FRI,3/10/2023,1826,0,0,5564
2000 BLOCK S 22ND ST,56366,0,0,0,84,C3-019732,1116,3/10/2023,FRI,3/10/2023,1110,,,1116,0,0,5565
6200 BLOCK NW 2ND CIR,23600,42000,0,0,84,C3-020906,1625,3/14/2023,MON,3/13/2023,2100,TUE,3/14/2023,1625,0,250,5566
400 BLOCK N 44TH ST,56000,0,0,0,84,C3-020538,823,3/13/2023,SUN,3/12/2023,2200,MON,3/13/2023,823,0,0,5567
1200 BLOCK ARAPAHOE ST,23800,0,0,0,84,C3-020342,1414,3/12/2023,THU,3/2/2023,1200,FRI,3/3/2023,1414,0,0,5568
200 BLOCK W FAIRFIELD ST,5222,0,0,0,99,C3-019895,1841,3/10/2023,SAT,3/19/2022,1,SAT,7/2/2022,1841,0,0,5569
4900 BLOCK N 27TH ST,23400,0,0,0,17,C3-019733,1058,3/10/2023,THU,2/23/2023,700,THU,2/23/2023,1058,0,0,5570
400 BLOCK W TREEHAVEN DR,5222,0,0,0,3,C3-020909,1638,3/14/2023,TUE,3/14/2023,1600,,,1638,0,0,5571
3600 BLOCK NW PALM CT,23500,0,0,0,81,C3-020542,839,3/13/2023,SUN,3/12/2023,2200,MON,3/13/2023,839,0,0,5572
5200 BLOCK S 40TH ST,40222,0,0,0,84,C3-020345,1403,3/12/2023,SUN,3/12/2023,1403,,,1403,0,0,5573
5400 BLOCK W HUGHES ST,9522,0,0,0,80,C3-019734,1100,3/10/2023,SUN,3/5/2023,600,FRI,3/10/2023,1100,0,0,5574
INTERNET,29410,0,0,0,69,C3-020914,1646,3/14/2023,FRI,3/10/2023,2359,TUE,3/14/2023,1646,0,0,5575
100 BLOCK N 13TH ST,42000,0,0,0,35,C3-020545,918,3/13/2023,FRI,3/10/2023,1800,MON,3/13/2023,918,0,250,5576
3100 BLOCK CORNHUSKER HWY,41100,0,0,0,15,C3-020350,1500,3/12/2023,THU,3/2/2023,800,SUN,3/12/2023,1500,0,0,5577
300 BLOCK S 47TH ST,27111,0,0,0,83,C3-019736,1127,3/10/2023,FRI,3/10/2023,1127,,,1127,0,0,5578
300 BLOCK CANOPY ST,42000,0,0,0,12,C3-019746,1158,3/10/2023,THU,3/9/2023,2320,FRI,3/10/2023,1158,0,1,5579
2500 BLOCK N 9TH ST,27444,0,0,0,84,C3-019748,1208,3/10/2023,FRI,3/10/2023,1130,FRI,3/10/2023,1208,0,0,5580
400 BLOCK HONOR DR,11200,0,0,0,76,C3-019750,1209,3/10/2023,WED,3/8/2023,700,FRI,3/10/2023,1209,0,0,5581
3700 BLOCK STOCKWELL CIR,9522,0,0,0,80,C3-019751,1214,3/10/2023,FRI,3/10/2023,700,FRI,3/10/2023,1214,0,0,5582
700 BLOCK N ST,42000,0,0,0,8,C3-020549,929,3/13/2023,FRI,3/10/2023,1830,FRI,3/10/2023,929,0,200,5583
7000 BLOCK O ST,29300,0,0,0,18,C3-020554,1026,3/13/2023,MON,3/13/2023,800,MON,3/13/2023,1026,0,0,5584
2400 BLOCK N 87TH ST,25211,0,0,0,84,C3-020560,1034,3/13/2023,,3/13/2023,1800,,,1034,0,0,5585
4500 BLOCK BEL-RIDGE DR,41000,0,0,0,80,C3-020351,1504,3/12/2023,SUN,3/12/2023,500,SUN,3/12/2023,1504,0,0,5586
1000 BLOCK D ST,23600,0,0,0,84,C3-020354,1507,3/12/2023,SAT,3/11/2023,1800,SUN,3/12/2023,1507,0,0,5587
200 BLOCK BELMONT AVE,9000,0,0,0,81,C3-020359,1529,3/12/2023,SUN,3/12/2023,1230,SUN,3/12/2023,1529,0,0,5588
700 BLOCK G ST,11510,0,0,0,84,C3-020371,1618,3/12/2023,SUN,1/1/2023,800,SUN,3/12/2023,1618,0,0,5589
4100 BLOCK M ST,13000,0,0,0,80,C3-020385,1648,3/12/2023,SUN,3/12/2023,1630,SUN,3/12/2023,1648,0,0,5590
3700 BLOCK CORNHUSKER HWY,11200,0,0,0,81,C3-020391,1703,3/12/2023,FRI,3/10/2023,1300,SUN,3/12/2023,1703,0,0,5591
200 BLOCK FURNAS AVE,5222,0,0,0,80,C3-020917,1704,3/14/2023,TUE,3/14/2023,1645,TUE,3/14/2023,1704,0,0,5592
4900 BLOCK W GARY GATELY ST,23500,0,0,0,84,C3-020923,1706,3/14/2023,MON,3/13/2023,1900,TUE,3/14/2023,1706,0,0,5593
200 BLOCK N 48TH ST,23300,0,0,0,28,C3-020924,1721,3/14/2023,TUE,3/14/2023,1510,TUE,3/14/2023,1721,0,0,5594
1500 BLOCK SOUTH ST,23300,0,0,0,18,C3-020928,1735,3/14/2023,TUE,3/14/2023,1550,TUE,3/14/2023,1735,0,0,5595
2300 BLOCK N 1 ST,23400,0,0,0,28,C3-020929,1728,3/14/2023,TUE,3/14/2023,1657,TUE,3/14/2023,1728,0,0,5596
INTERNET,29410,0,0,0,69,C3-020934,1728,3/14/2023,TUE,3/14/2023,800,TUE,3/14/2023,1728,0,0,5597
200 BLOCK ADAMS ST,8777,0,0,0,84,C3-020935,1757,3/14/2023,SAT,2/18/2023,1800,SAT,2/18/2023,1757,0,0,5598
1100 BLOCK N 27TH ST,23800,0,0,0,21,C3-020938,2236,3/14/2023,TUE,3/14/2023,1730,TUE,3/14/2023,2236,0,0,5599
5600 BLOCK NW 10TH ST,23900,0,0,0,80,C3-020940,1832,3/14/2023,TUE,3/14/2023,915,TUE,3/14/2023,1832,0,0,5600
2700 BLOCK N 70TH ST,9000,0,0,0,84,C3-021351,114,3/16/2023,THU,3/16/2023,114,,,114,0,0,5601
SUMNER ST / CRESTLINE DR,8555,0,0,0,1,C3-021355,117,3/16/2023,THU,3/16/2023,117,,,117,0,0,5602
400 BLOCK BRIDGER RD,41000,0,0,0,80,C3-021364,233,3/16/2023,WED,3/15/2023,2100,THU,3/16/2023,233,0,0,5603
2600 BLOCK R ST,23600,0,0,0,1,C3-021367,256,3/16/2023,WED,3/15/2023,1800,THU,3/16/2023,256,0,0,5604
S 18TH ST / K ST,27222,0,0,0,1,C3-021368,300,3/16/2023,THU,3/16/2023,300,,,300,0,0,5605
300 BLOCK W O ST,23300,0,0,0,36,C3-021369,319,3/16/2023,THU,3/16/2023,315,,,319,0,0,5606
1500 BLOCK N 26TH ST,42000,13000,0,0,1,C3-021374,348,3/16/2023,THU,3/16/2023,340,THU,3/16/2023,348,0,100,5607
1000 BLOCK S 13TH ST,23300,12000,24244,0,36,C3-021391,713,3/16/2023,THU,3/16/2023,700,THU,3/16/2023,713,0,0,5608
1300 BLOCK N 47TH ST,23500,0,0,0,83,C3-021394,736,3/16/2023,WED,3/15/2023,2200,THU,3/16/2023,736,0,0,5609
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021720,1322,3/17/2023,MON,3/6/2023,1,MON,3/6/2023,1322,0,0,5610
1100 BLOCK L ST,25211,0,0,0,84,C3-021398,646,3/16/2023,,3/16/2023,300,,,646,0,0,5611
900 BLOCK KINGBIRD ST,5222,0,0,0,50,C3-021402,756,3/16/2023,WED,3/1/2023,1600,FRI,3/10/2023,756,0,0,5612
CITY OF LINCOLN,29410,0,0,0,99,C3-021411,816,3/16/2023,WED,9/21/2022,1200,MON,2/13/2023,816,0,0,5613
5600 BLOCK S 31ST ST,5222,0,0,0,84,C3-021412,724,3/16/2023,THU,3/16/2023,700,THU,3/16/2023,724,0,0,5614
CAPITOL PKWY 26TH/RANDOLPH ST,11300,0,0,0,1,C3-021417,852,3/16/2023,THU,3/16/2023,852,,,852,0,0,5615
4700 BLOCK OLD CHENEY RD,41000,0,0,0,84,C3-021419,848,3/16/2023,WED,3/15/2023,1830,THU,3/16/2023,848,0,0,5616
6000 BLOCK MERIDIAN DR,6000,0,0,0,84,C3-021423,908,3/16/2023,WED,3/15/2023,2030,THU,3/16/2023,908,0,500,5617
CYBERSPACE,31100,0,0,0,69,C3-021424,854,3/16/2023,WED,3/15/2023,2000,WED,3/15/2023,854,0,0,5618
4500 BLOCK N 56TH ST,6000,0,0,0,37,C3-021430,914,3/16/2023,THU,3/16/2023,600,THU,3/16/2023,914,0,0,5619
300 BLOCK W TREEHAVEN DR,6000,0,0,0,81,C3-021431,959,3/16/2023,TUE,3/7/2023,1,THU,3/16/2023,959,0,20,5620
2200 BLOCK S 52ND ST,23500,0,0,0,97,C3-021437,1028,3/16/2023,THU,3/16/2023,1020,THU,3/16/2023,1028,0,0,5621
1300 BLOCK E ST,23900,0,0,0,83,C3-021439,1049,3/16/2023,THU,3/16/2023,1000,THU,3/16/2023,1049,0,0,5622
2400 BLOCK Y ST,12000,0,0,0,80,C3-021844,2057,3/17/2023,FRI,3/17/2023,2042,FRI,3/17/2023,2057,0,0,5623
700 BLOCK N 73RD ST,9522,0,0,0,80,C3-021445,1110,3/16/2023,THU,3/16/2023,1110,,,1110,0,0,5624
2800 BLOCK N 2ND ST,23500,0,0,0,81,C3-021446,1107,3/16/2023,WED,3/15/2023,2200,THU,3/16/2023,1107,0,0,5625
S 48TH ST / CALVERT ST,27111,0,0,0,1,C3-021472,1332,3/16/2023,THU,3/16/2023,1225,,,1332,0,0,5626
1200 BLOCK N 27TH ST,29300,0,0,0,24,C3-021474,1335,3/16/2023,WED,3/15/2023,256,,,1335,0,0,5627
8600 BLOCK AMBER HILL CT,61000,0,0,0,63,C3-021483,1442,3/16/2023,FRI,3/10/2023,1911,FRI,3/10/2023,1442,0,0,5628
200 BLOCK BUTLER AVE,6000,0,0,0,80,C3-021486,1410,3/16/2023,WED,3/15/2023,1530,THU,3/16/2023,1410,0,3000,5629
OMAHA,999,OUTSIDE CRIME REPORT,,,,99,30,1445,3/16/2023,THU,3/16/2023,600,THU,3/16/2023,1663 BERGREN,0,5630
UNKNOWN,17100,0,0,0,99,C3-021490,1506,3/16/2023,WED,2/8/2023,1,MON,3/13/2023,1506,0,0,5631
2500 BLOCK NW 4TH ST,8000,24244,12000,0,80,C3-021494,1513,3/16/2023,THU,3/16/2023,1500,THU,3/16/2023,1513,0,0,5632
UNKNOWN ADDRESS,5222,0,0,0,84,C3-021530,1644,3/16/2023,THU,3/16/2023,1600,THU,3/16/2023,1644,0,0,5633
3300 BLOCK HUNTINGTON AVE,42000,0,0,0,84,C3-021537,1709,3/16/2023,WED,3/15/2023,2200,THU,3/16/2023,1709,0,150,5634
1300 BLOCK S 24TH ST,6000,0,0,0,82,C3-021538,1720,3/16/2023,THU,3/16/2023,700,THU,3/16/2023,1720,0,0,5635
2500 BLOCK PINE LAKE RD,23400,0,0,0,21,C3-021543,1740,3/16/2023,TUE,3/14/2023,1125,TUE,3/14/2023,1740,0,0,5636
1700 BLOCK N 31ST ST,12401,0,0,0,80,C3-021546,1743,3/16/2023,THU,3/16/2023,1500,THU,3/16/2023,1743,0,0,5637
1400 BLOCK G ST,13000,0,0,0,84,C3-021547,1747,3/16/2023,THU,3/16/2023,1730,THU,3/16/2023,1747,0,0,5638
1300 BLOCK S 24TH ST,9700,0,0,0,82,C3-021550,1826,3/16/2023,THU,3/16/2023,1730,THU,3/16/2023,1826,0,0,5639
6800 BLOCK P ST,29500,0,0,0,35,C3-021552,1830,3/16/2023,WED,12/21/2022,800,WED,12/28/2022,1830,0,0,5640
1600 BLOCK NW 54TH CT,23500,0,0,0,80,C3-021554,1854,3/16/2023,SUN,3/12/2023,2100,MON,3/13/2023,1854,0,0,5641
600 BLOCK LAMONT DR,56366,0,0,0,80,C3-021566,1941,3/16/2023,THU,3/16/2023,1300,THU,3/16/2023,1941,0,0,5642
CAPITOL AVE / F ST,27111,21000,26111,0,1,C3-021569,1943,3/16/2023,THU,3/16/2023,1940,,,1943,0,0,5643
2100 BLOCK S 8TH ST,9000,0,0,0,80,C3-021570,2018,3/16/2023,THU,3/16/2023,2000,THU,3/16/2023,2018,0,0,5644
1000 BLOCK HARRISON AVE,5222,0,0,0,80,C3-021572,2032,3/16/2023,THU,3/16/2023,2000,THU,3/16/2023,2032,0,0,5645
3000 BLOCK W ST,23500,24244,0,0,80,C3-021577,2115,3/16/2023,TUE,2/28/2023,2330,WED,3/1/2023,2115,0,0,5646
3700 BLOCK M ST,42000,24244,0,0,82,C3-022250,1258,3/19/2023,SUN,3/19/2023,1258,,,1258,0,400,5647
8700 BLOCK ANDERMATT DR,23300,0,0,0,17,C3-021580,2116,3/16/2023,THU,3/16/2023,2100,THU,3/16/2023,2116,0,0,5648
1800 BLOCK S 11TH ST,5333,0,0,0,80,C3-021581,2120,3/16/2023,THU,3/16/2023,2030,THU,3/16/2023,2120,0,0,5649
1800 BLOCK S 11TH ST,9700,0,0,0,80,C3-021583,2142,3/16/2023,THU,3/16/2023,0,THU,3/16/2023,2142,0,0,5650
S 27TH ST / NEBRASKA PKWY WB L,28000,0,0,0,1,C3-021585,2205,3/16/2023,THU,3/16/2023,2204,,,2205,0,0,5651
1000 BLOCK WASHINGTON ST,12401,0,0,0,83,C3-021587,2212,3/16/2023,SUN,1/1/2023,1,THU,3/16/2023,2212,0,0,5652
8900 BLOCK COLBY ST,13000,0,0,0,80,C3-021594,2243,3/16/2023,THU,3/16/2023,2215,THU,3/16/2023,2243,0,0,5653
2900 BLOCK P ST,23500,42000,0,0,1,C3-020944,1903,3/14/2023,TUE,3/14/2023,1900,TUE,3/14/2023,1903,0,100,5654
4000 BLOCK D ST,5222,0,0,0,80,C3-022053,1721,3/18/2023,SAT,3/18/2023,1710,SAT,3/18/2023,1721,0,0,5655
2000 BLOCK F ST,13000,0,0,0,84,C3-021598,2312,3/16/2023,THU,3/16/2023,2000,THU,3/16/2023,2312,0,0,5656
4700 BLOCK N 27TH ST,23300,0,0,0,17,C3-021149,1319,3/15/2023,WED,3/15/2023,1317,WED,3/15/2023,1319,0,0,5657
4600 BLOCK BAIR AVE,23900,0,0,0,12,C3-022255,1310,3/19/2023,SAT,3/18/2023,2335,SAT,3/18/2023,1310,0,0,5658
6400 BLOCK WALKER AVE,11200,0,0,0,80,C3-021599,2315,3/16/2023,THU,3/16/2023,2245,THU,3/16/2023,2315,0,0,5659
3400 BLOCK NW 12TH ST,5111,0,0,0,86,C3-021156,1356,3/15/2023,WED,3/15/2023,700,WED,3/15/2023,1356,0,0,5660
1000 BLOCK DONNIE CT,52000,0,0,0,80,C3-022061,1743,3/18/2023,SAT,3/18/2023,1530,SAT,3/18/2023,1743,0,0,5661
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021721,1323,3/17/2023,MON,3/13/2023,1,MON,3/13/2023,1323,0,0,5662
6600 BLOCK PIONEERS BLVD,8000,0,0,0,76,C3-021603,2334,3/16/2023,THU,3/16/2023,2334,,,2334,0,0,5663
4300 BLOCK HALLCLIFFE RD,23900,0,0,0,80,C3-022257,1310,3/19/2023,SAT,3/18/2023,1700,SUN,3/19/2023,1310,0,0,5664
CITY OF LINCOLN,29300,0,0,0,99,C3-021158,1359,3/15/2023,TUE,3/14/2023,2200,WED,3/15/2023,1359,0,0,5665
N 102ND ST / BENTON ST DAVID M,24166,0,0,0,10,C3-020954,1944,3/14/2023,TUE,3/14/2023,1930,TUE,3/14/2023,1944,0,5,5666
4300 BLOCK ABBOTT RD,25211,0,0,0,82,C3-021845,2101,3/17/2023,,3/17/2023,1806,,,2101,0,0,5667
8800 BLOCK LEIGHTON AVE,42000,0,0,0,80,C3-021161,1419,3/15/2023,WED,3/15/2023,1300,WED,3/15/2023,1419,0,200,5668
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021722,1323,3/17/2023,THU,3/9/2023,1,THU,3/9/2023,1323,0,0,5669
4100 BLOCK LINDEN ST,23500,0,0,0,1,C3-022258,1320,3/19/2023,SAT,3/18/2023,1200,SUN,3/19/2023,1320,0,0,5670
400 BLOCK N 44TH ST,42000,0,0,0,84,C3-021848,2058,3/17/2023,SUN,3/13/2022,1200,FRI,3/17/2023,2058,0,300,5671
5000 BLOCK N 27TH ST,23300,0,0,0,17,C3-021175,1349,3/15/2023,SAT,3/4/2023,1400,SAT,3/4/2023,1349,0,0,5672
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021723,1323,3/17/2023,MON,3/13/2023,1,MON,3/13/2023,1323,0,0,5673
2900 BLOCK N 45TH ST,5111,0,0,0,82,C3-022062,1742,3/18/2023,SAT,3/18/2023,1630,SAT,3/18/2023,1742,0,0,5674
200 BLOCK ADAMS ST,13000,0,0,0,84,C3-022262,1354,3/19/2023,SUN,3/19/2023,800,SUN,3/19/2023,1354,0,0,5675
3200 BLOCK CORNHUSKER HWY,5222,0,0,0,81,C3-021849,2057,3/17/2023,FRI,3/17/2023,600,FRI,3/17/2023,2057,0,0,5676
INTERSTATE 180  / CORNHUSKER S,12000,0,0,0,1,C3-021186,1537,3/15/2023,WED,3/15/2023,1500,WED,3/15/2023,1537,0,0,5677
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021724,1323,3/17/2023,MON,3/13/2023,1,MON,3/13/2023,1323,0,0,5678
4200 BLOCK N 18TH ST,23500,0,0,0,80,C3-022067,1825,3/18/2023,FRI,3/17/2023,514,SAT,3/18/2023,1825,0,0,5679
3200 BLOCK S 10TH ST,23300,0,0,0,25,C3-022263,1402,3/19/2023,SUN,3/19/2023,1355,SUN,3/19/2023,1402,0,0,5680
2600 BLOCK CORNHUSKER HWY,23300,0,0,0,21,C3-021853,2120,3/17/2023,FRI,3/17/2023,2058,FRI,3/17/2023,2120,0,0,5681
CITY OF LINCOLN,25111,0,0,0,99,C3-021193,1549,3/15/2023,,2/20/2023,1550,,,1549,0,0,5682
1600 BLOCK PINE LAKE RD,29300,0,0,0,24,C3-021725,1324,3/17/2023,THU,3/16/2023,1,THU,3/16/2023,1324,0,0,5683
2900 BLOCK N 44TH ST,5111,0,0,0,80,C3-022068,1821,3/18/2023,SAT,3/18/2023,1330,SAT,3/18/2023,1821,0,0,5684
3700 BLOCK M ST,5222,0,0,0,83,C3-022264,1423,3/19/2023,SUN,3/19/2023,1258,,,1423,0,0,5685
4600 BLOCK LEIGHTON AVE,14900,0,0,0,24,C3-021859,2156,3/17/2023,FRI,3/17/2023,2110,FRI,3/17/2023,2156,0,0,5686
2600 BLOCK PICCADILLY CT,42000,0,0,0,9,C3-021197,1548,3/15/2023,SUN,3/12/2023,800,WED,3/15/2023,1548,0,1000,5687
1400 BLOCK PINE LAKE RD,24166,0,0,0,28,C3-021198,1529,3/15/2023,WED,3/15/2023,815,WED,3/15/2023,1529,0,300,5688
2900 BLOCK PINE LAKE RD,23300,0,0,0,28,C3-021199,1530,3/15/2023,SAT,3/4/2023,1400,SAT,3/4/2023,1530,0,0,5689
200 BLOCK O ST,42000,0,0,0,1,C3-021205,1633,3/15/2023,WED,3/15/2023,1600,WED,3/15/2023,1633,0,100,5690
1300 BLOCK S.1ST ST,9522,0,0,0,93,C3-021206,1637,3/15/2023,WED,3/1/2023,1,FRI,3/10/2023,1637,0,0,5691
6100 BLOCK O ST,42000,0,0,0,7,C3-021210,1653,3/15/2023,WED,3/15/2023,1300,WED,3/15/2023,1653,0,1000,5692
2800 BLOCK S 70TH ST,5222,0,0,0,10,C3-021215,1704,3/15/2023,TUE,3/14/2023,1920,TUE,3/14/2023,1704,0,0,5693
4200 BLOCK VINE ST,6000,23500,0,0,80,C3-021219,1726,3/15/2023,WED,3/15/2023,800,WED,3/15/2023,1726,0,0,5694
4600 BLOCK BRIARPARK DR,42000,0,0,0,84,C3-021220,1727,3/15/2023,MON,2/20/2023,2300,TUE,2/21/2023,1727,0,600,5695
700 BLOCK N 48TH ST,29510,0,0,0,28,C3-021225,1742,3/15/2023,TUE,3/14/2023,1900,WED,3/15/2023,1742,0,0,5696
5000 BLOCK VINE ST,23500,0,0,0,84,C3-021226,1742,3/15/2023,TUE,3/14/2023,2030,WED,3/15/2023,1742,0,0,5697
5300 BLOCK W REDBERRY LN,42000,0,0,0,80,C3-021228,1816,3/15/2023,WED,3/15/2023,1500,WED,3/15/2023,1816,0,250,5698
4600 BLOCK BRIARPARK DR,42000,0,0,0,84,C3-021235,1819,3/15/2023,MON,2/27/2023,2300,MON,2/27/2023,1819,0,200,5699
7400 BLOCK TALLGRASS PKWY,24166,0,0,0,99,C3-021242,1826,3/15/2023,WED,3/15/2023,1710,WED,3/15/2023,1826,0,20,5700
2800 BLOCK TIERRA DR,42000,0,0,0,84,C3-021243,1841,3/15/2023,WED,3/15/2023,1830,,,1841,0,500,5701
2300 BLOCK S 16T ST,25211,0,0,0,97,C3-021244,1825,3/15/2023,,3/15/2023,1800,,,1825,0,0,5702
200 BLOCK ADAMS ST,25111,0,0,0,84,C3-021247,1846,3/15/2023,,3/15/2023,1846,,,1846,0,0,5703
1200 BLOCK F ST,23400,0,0,0,72,C3-021248,1848,3/15/2023,WED,3/15/2023,1845,,,1848,0,0,5704
2800 BLOCK TIERRA DR,5222,0,0,0,84,C3-021253,1908,3/15/2023,THU,3/2/2023,2330,,,1908,0,0,5705
8400 BLOCK CODY DR,13000,0,0,0,84,C3-021259,1920,3/15/2023,WED,3/15/2023,500,WED,3/15/2023,1920,0,0,5706
3200 BLOCK ORCHARD ST,23500,42000,0,0,82,C3-021266,1952,3/15/2023,WED,3/15/2023,630,WED,3/15/2023,1952,0,500,5707
1800 BLOCK S 11TH ST,11200,0,0,0,80,C3-021270,2003,3/15/2023,WED,3/15/2023,1940,WED,3/15/2023,2003,0,0,5708
1000 BLOCK E ST,12000,0,0,0,84,C3-021275,2016,3/15/2023,WED,3/15/2023,2016,,,2016,0,0,5709
2000 BLOCK S 18TH ST,42000,0,0,0,80,C3-021276,2021,3/15/2023,WED,3/15/2023,1930,WED,3/15/2023,2021,0,50,5710
3400 BLOCK TIMBER RIDGE CIR,25211,0,0,0,80,C3-021278,2027,3/15/2023,,3/15/2023,2025,,,2027,0,0,5711
2700 BLOCK NORTH HILL RD,5111,0,0,0,24,C3-021283,2037,3/15/2023,WED,3/15/2023,2033,WED,3/15/2023,2037,0,0,5712
2100 BLOCK POND CIR,25211,0,0,0,83,C3-021286,1940,3/15/2023,,3/15/2023,1100,,,1940,0,0,5713
5200 BLOCK N 14TH ST,23900,0,0,0,80,C3-021296,2007,3/15/2023,WED,3/15/2023,2000,WED,3/15/2023,2007,0,0,5714
4400 BLOCK N 1ST ST,9300,0,0,0,84,C3-021300,2142,3/15/2023,WED,3/15/2023,2140,,,2142,0,0,5715
900 BLOCK STARVIEW LN,5222,9000,0,0,80,C3-021305,2158,3/15/2023,WED,3/15/2023,2155,,,2158,0,0,5716
6100 BLOCK BALDWIN AVE,12000,0,0,0,80,C3-021312,2234,3/15/2023,WED,3/15/2023,2225,WED,3/15/2023,2234,0,0,5717
300 BLOCK N 48TH ST,42000,0,0,0,28,C3-021315,2241,3/15/2023,WED,3/15/2023,2230,WED,3/15/2023,2241,0,100,5718
3200 BLOCK A ST,27222,26111,0,0,1,C3-021316,2151,3/15/2023,WED,3/15/2023,2151,,,2151,0,0,5719
7200 BLOCK FAIRFAX AVE,5222,0,0,0,80,C3-021320,2258,3/15/2023,WED,3/15/2023,2248,WED,3/15/2023,2258,0,0,5720
3300 BLOCK N 27TH ST,5222,0,0,0,24,C3-021321,2257,3/15/2023,WED,3/15/2023,2255,WED,3/15/2023,2257,0,0,5721
1100 BLOCK L ST,25211,0,0,0,84,C3-020957,1923,3/14/2023,,3/14/2023,1600,,,1923,0,0,5722
2500 BLOCK U ST,8333,27222,0,0,1,C3-021605,2348,3/16/2023,THU,3/16/2023,2348,,,2348,0,0,5723
4600 BLOCK TIPPERARY TRL,12000,0,0,0,99,C3-021328,2200,3/15/2023,TUE,3/14/2023,0,TUE,3/14/2023,2200,0,0,5724
N 32ND ST / LEIGHTON AVE,12000,0,0,0,9,C3-021329,2307,3/15/2023,WED,3/15/2023,2245,WED,3/15/2023,2307,0,0,5725
4100 BLOCK L ST,23900,0,0,0,82,C3-021332,2318,3/15/2023,WED,3/15/2023,1700,WED,3/15/2023,2318,0,0,5726
2900 BLOCK NW 12TH ST,23400,0,0,0,86,C3-021336,2306,3/15/2023,TUE,3/14/2023,2130,TUE,3/14/2023,2306,0,0,5727
6500 BLOCK TELLURIDE DR,35333,0,0,0,15,C3-021337,11,3/16/2023,WED,3/15/2023,2350,THU,3/16/2023,11,0,0,5728
100 BLOCK Q ST,5222,0,0,0,76,C3-021338,8,3/16/2023,WED,3/15/2023,2310,WED,3/15/2023,8,0,0,5729
4600 BLOCK MEREDETH ST,13000,0,0,0,84,C3-021339,20,3/16/2023,WED,3/15/2023,2330,THU,3/16/2023,20,0,0,5730
400 BLOCK S 26TH ST,12000,0,0,0,80,C3-021341,25,3/16/2023,THU,3/16/2023,0,THU,3/16/2023,25,0,0,5731
3100 BLOCK PINE LAKE RD,23300,0,0,0,17,C3-021726,1226,3/17/2023,TUE,3/14/2023,1830,TUE,3/14/2023,1226,0,0,5732
2000 BLOCK N 57TH ST,12000,0,0,0,82,C3-020959,1951,3/14/2023,TUE,3/14/2023,1940,TUE,3/14/2023,1951,0,0,5733
5400 BLOCK S 56TH ST,5222,24244,0,0,21,C3-021611,27,3/17/2023,FRI,3/17/2023,20,FRI,3/17/2023,27,0,0,5734
4700 BLOCK SOUTH ST,6000,0,0,0,80,C3-022267,1435,3/19/2023,SAT,3/18/2023,1,SUN,3/19/2023,1435,0,0,5735
5900 BLOCK HOLDREGE ST,23600,0,0,0,96,C3-022268,1406,3/19/2023,SUN,3/12/2023,700,SUN,3/19/2023,1406,0,0,5736
2600 BLOCK CORNHUSKER HWY,5222,0,0,0,21,C3-021865,2219,3/17/2023,FRI,3/17/2023,2215,FRI,3/17/2023,2219,0,0,5737
800 BLOCK GASLIGHT LN,25211,0,0,0,80,C3-021617,215,3/17/2023,,3/16/2023,2300,,,215,0,0,5738
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021727,1324,3/17/2023,MON,3/16/2023,1,MON,3/16/2023,1324,0,0,5739
200 BLOCK N 66TH ST,23400,0,0,0,17,C3-022270,1434,3/19/2023,SUN,3/19/2023,1409,SUN,3/19/2023,1434,0,0,5740
2300 BLOCK N 74TH ST,61000,0,0,0,80,C3-021866,2226,3/17/2023,SAT,3/4/2023,1200,THU,3/9/2023,2226,0,0,5741
5400 BLOCK S 56TH ST,5444,0,0,0,21,C3-021618,32,3/17/2023,FRI,3/17/2023,32,,,32,0,0,5742
1400 BLOCK SUPERIOR ST,12000,0,0,0,15,C3-020965,2022,3/14/2023,TUE,3/14/2023,1800,TUE,3/14/2023,2022,0,0,5743
6800 BLOCK S 27TH ST,29300,0,0,0,24,C3-021728,1324,3/17/2023,MON,3/13/2023,1,MON,3/13/2023,1324,0,0,5744
3100 BLOCK NORTH HILL RD,42000,0,0,0,84,C3-022274,1400,3/19/2023,FRI,3/17/2023,1930,FRI,3/17/2023,1400,0,200,5745
