VDAT,AGE,RACE,SEX,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
2019/08/17 00:00:00+00,22,B,M,853,LB636127,1,B9-075903,N 41,DUDLEY,ORCHARD,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31372
2019/08/17 00:00:00+00,22,B,M,853,LB636127,2,B9-075903,N 41,DUDLEY,ORCHARD,2112,NEGLIGENT DRIVING,C,31373
2019/08/17 00:00:00+00,22,B,M,853,LB636127,3,B9-075903,N 41,DUDLEY,ORCHARD,1293,MAKE FALSE STATEMENT TO POLICE OFFICER,C,31374
2019/08/17 00:00:00+00,35,W,M,1905,LB632900,1,B9-076065,LEIGHTON,GRIFFITH,-,2115,REVOKED/IMPOUNDED,C,31375
2019/08/17 00:00:00+00,35,W,M,1905,LB632900,2,B9-076065,LEIGHTON,GRIFFITH,-,2221,FICTITIOUS LICENSE PLATES,C,31376
2019/08/17 00:00:00+00,27,B,F,1650,LB640586,1,B9-076025,VINE,N 40,N 37,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31377
2019/08/17 00:00:00+00,27,B,F,1650,LB640586,2,B9-076025,VINE,N 40,N 37,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31378
2019/08/16 00:00:00+00,20,W,M,730,LB640074,1,B9-075472,O,S COTNER,EASTRIDGE,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31379
2019/08/16 00:00:00+00,20,W,M,730,LB640074,2,B9-075472,O,S COTNER,EASTRIDGE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31380
2019/08/16 00:00:00+00,22,B,M,2010,LB638613,1,B9-075742,S 10,L,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31381
2019/08/16 00:00:00+00,22,B,M,2010,LB638613,2,B9-075742,S 10,L,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,31382
2019/08/17 00:00:00+00,20,B,F,410,LB637786,1,B9-075879,4510 S 52,-,-,2119,POSSESS DRUG PARAPHERNALIA,C,31383
2019/08/17 00:00:00+00,20,B,F,410,LB637786,2,B9-075879,4510 S 52,-,-,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31384
2019/08/16 00:00:00+00,36,B,F,2121,LB631817,1,B9-075778,N 48,R,-,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31385
2019/08/17 00:00:00+00,24,B,F,1605,LB632683,1,B9-076010,N 26,R,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31386
2019/08/17 00:00:00+00,24,B,F,1605,LB632683,2,B9-076010,N 26,R,-,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,31387
2019/08/18 00:00:00+00,44,H,M,1211,2019006210,1,,338 N 27,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31388
2019/08/17 00:00:00+00,38,B,M,2303,LB624647,1,B9-076157,N 1,FURNAS,DOWES,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31389
2019/08/17 00:00:00+00,38,B,M,2303,LB624647,2,B9-076157,N 1,FURNAS,DOWES,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,31390
2019/08/17 00:00:00+00,62,B,M,812,LB639930,1,B9-075893,1341 F,-,-,2037,LOITER AND TRESPASS,C,31391
2019/08/17 00:00:00+00,62,B,M,812,LB639930,2,B9-075893,1341 F,-,-,2124,POSSESS MARIJUANA 1 OZ OR LESS/2ND,C,31392
2019/08/17 00:00:00+00,62,B,M,812,LB639930,3,B9-075893,1341 F,-,-,2119,POSSESS DRUG PARAPHERNALIA,C,31393
2019/08/18 00:00:00+00,30,W,M,2300,LB634370,1,B9-076228,NW 18,W Q,-,9150,UNAUTHORIZED USE PROPELLED VEHICLE,C,31394
2019/08/18 00:00:00+00,30,W,M,2300,LB634370,2,B9-076228,NW 18,W Q,-,10635,NO OPERATOR LICENSE,C,31395
2019/08/18 00:00:00+00,36,H,F,301,LB638959,1,B9-076223,N COTNER,R,-,2119,POSSESS DRUG PARAPHERNALIA,C,31396
2019/08/18 00:00:00+00,19,W,M,137,LB636730,1,,N 10,Q,T,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31397
2019/08/17 00:00:00+00,36,B,F,2319,LB636727,1,,N 10,Q,T,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31398
2019/08/18 00:00:00+00,27,W,F,101,LB636728,1,,N,ARENA,S 8,2167,IMPROPER REGISTRATION,C,31399
2019/08/17 00:00:00+00,18,W,F,1822,LB641660,1,,N 10,CHARLESTON,CLAREMONT,2167,IMPROPER REGISTRATION,C,31400
2019/08/18 00:00:00+00,55,B,F,26,LB641662,1,,O,N ANTELOPE VALL,16,1340,DRIVING LEFT OF CENTER LINE,C,31401
2019/08/16 00:00:00+00,49,W,F,2255,LB620998,1,,N 70,O,P,2167,IMPROPER REGISTRATION,C,31402
2019/08/15 00:00:00+00,16,W,F,845,LB635998,1,,N 48,DUDLEY,Y,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,31403
2019/08/15 00:00:00+00,16,W,F,845,LB635998,2,,N 48,DUDLEY,Y,1556,OCCUPANT PROTECTION SYSTEM,C,31404
2019/08/15 00:00:00+00,62,W,M,810,LB635997,1,,N 48,CLEVELAND,KNOX,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,31405
2019/08/15 00:00:00+00,62,W,M,810,LB635997,2,,N 48,CLEVELAND,KNOX,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31406
2019/08/15 00:00:00+00,48,W,M,910,LB635999,1,,S 27,O,K,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31407
2019/08/15 00:00:00+00,48,W,M,910,LB635999,2,,S 27,O,K,2167,IMPROPER REGISTRATION,C,31408
2019/08/15 00:00:00+00,22,U,F,1500,LB636000,1,,S 13,SOUTH,STILLWATER,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31409
2019/08/16 00:00:00+00,20,W,M,1458,LB642904,3,B9-075611,S 13,A,C,2171,FICTITIOUS LICENSE PLATES,C,31410
2019/08/15 00:00:00+00,22,U,F,1500,LB636000,2,,S 13,SOUTH,STILLWATER,1556,OCCUPANT PROTECTION SYSTEM,C,31411
2019/08/16 00:00:00+00,20,W,M,1458,LB642904,4,B9-075611,S 13,A,C,2173,NO PROOF OF OWNERSHIP,C,31412
2019/08/16 00:00:00+00,27,B,M,1935,LB635871,1,B9-075731,1300 BLK S 11,-,-,1898,"SUSPENDED LICENSE, ELIGIBLE",B,31413
2019/08/13 00:00:00+00,23,W,F,836,LB639889,1,,S 56,PIONEERS,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31414
2019/08/16 00:00:00+00,55,W,M,1247,LB642853,1,,CORNHUSKER,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31415
2019/08/13 00:00:00+00,23,W,F,836,LB639889,2,,S 56,PIONEERS,-,2167,IMPROPER REGISTRATION,C,31416
2019/08/16 00:00:00+00,36,W,M,753,LB641714,1,,A,TALBOT,SYCAMORE,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31417
2019/08/13 00:00:00+00,27,W,M,814,LB639888,1,,S 46,VAVAK,ELKCREST,1556,OCCUPANT PROTECTION SYSTEM,C,31418
2019/08/16 00:00:00+00,23,W,F,840,LB641716,1,,A,TALBOTY,SYCAMORE,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31419
2019/08/13 00:00:00+00,27,W,M,814,LB639888,2,,S 46,VAVAK,ELKCREST,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31420
2019/06/30 00:00:00+00,18,B,M,1932,LB641526,1,B9-058731,1709 WASHINGTON,-,-,2037,LOITER AND TRESPASS,C,31421
2019/08/16 00:00:00+00,24,W,F,1120,LB641718,1,B9-075537,A,S 8,S 7,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31422
2019/08/16 00:00:00+00,27,W,M,800,LB641715,1,,A,TALBOT,SYCAMORE,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31423
2019/08/16 00:00:00+00,24,W,F,1120,LB641718,2,B9-075537,A,S 8,S 7,2167,IMPROPER REGISTRATION,C,31424
2019/08/16 00:00:00+00,41,W,F,744,LB641713,1,,A,TALBOT,SYCAMORE,1690,VIOLATE SCHOOL SPEED ZONE 16 - 20 OVER,C,31425
2019/08/15 00:00:00+00,63,W,M,255,LB640069,1,,O,48,56,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31426
2019/08/15 00:00:00+00,20,W,M,841,LB641706,1,,VINE,N 32,N 30,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31427
2019/08/16 00:00:00+00,24,W,F,1120,LB641718,3,B9-075537,A,S 8,S 7,1556,OCCUPANT PROTECTION SYSTEM,C,31428
2019/08/16 00:00:00+00,24,W,F,1120,LB641718,4,B9-075537,A,S 8,S 7,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31429
2019/08/13 00:00:00+00,67,W,M,800,LB639887,1,,S 56,VAVAK,ELKCREST,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31430
2019/08/13 00:00:00+00,37,W,M,750,LB639886,1,,S 56,VAVAK,ELKCREST,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,31431
2019/08/13 00:00:00+00,29,W,M,717,LB639885,1,,SOUTH,S 9,S 13,1556,OCCUPANT PROTECTION SYSTEM,C,31432
2019/08/13 00:00:00+00,29,W,M,717,LB639885,2,,SOUTH,S 9,S 13,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31433
2019/08/13 00:00:00+00,29,W,M,717,LB639885,3,,SOUTH,S 9,S 13,2167,IMPROPER REGISTRATION,C,31434
2019/08/16 00:00:00+00,21,A,M,1236,LB642903,1,,HWY 6,N 70,RUSSELL,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,31435
2019/08/16 00:00:00+00,21,A,M,1236,LB642903,2,,HWY 6,N 70,RUSSELL,1556,OCCUPANT PROTECTION SYSTEM,C,31436
2019/08/16 00:00:00+00,25,W,M,1214,LB642902,1,,HWY 6,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31437
2019/08/16 00:00:00+00,52,W,F,1158,LB642901,1,,NWY 6,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31438
2019/08/16 00:00:00+00,67,W,F,950,LB639899,1,,CAPITOL PARKWAY,J,S 21,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31439
2019/08/16 00:00:00+00,67,W,F,950,LB639899,2,,CAPITOL PARKWAY,J,S 21,2167,IMPROPER REGISTRATION,C,31440
2019/08/16 00:00:00+00,43,W,F,1004,LB639900,1,,L,S ANTELOPE VALL,-,2167,IMPROPER REGISTRATION,C,31441
2019/08/16 00:00:00+00,36,W,M,858,LB639898,1,,A,TALBOT,S 77,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31442
2019/08/16 00:00:00+00,16,W,F,839,LB639896,1,,A,TALBOT,S 77,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31443
2019/08/16 00:00:00+00,25,I,F,850,LB639897,1,,A,TALBOT,S 77,1690,VIOLATE SCHOOL SPEED ZONE 16 - 20 OVER,C,31444
2019/08/16 00:00:00+00,53,W,F,755,LB639895,1,,A,TALBOT,S 77,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31445
2019/08/16 00:00:00+00,55,W,M,1520,LB642059,1,,O,26,21,2167,IMPROPER REGISTRATION,C,31446
2019/08/16 00:00:00+00,24,W,F,732,LB642046,1,,K,S 12,S 16,2167,IMPROPER REGISTRATION,C,31447
2019/08/16 00:00:00+00,48,W,M,1336,LB642055,1,,L,S 14,S 10,2167,IMPROPER REGISTRATION,C,31448
2019/08/16 00:00:00+00,31,W,M,1103,LB636718,1,,N 48,FRANCIS,GARLAND,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31449
2019/08/16 00:00:00+00,18,W,F,1051,LB636717,1,,N 48,FRANCIS,GARLAND,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31450
2019/08/16 00:00:00+00,18,W,F,1051,LB636717,2,,N 48,FRANCIS,GARLAND,1556,OCCUPANT PROTECTION SYSTEM,C,31451
2019/08/16 00:00:00+00,21,W,M,2043,LB620997,1,,S 21,O,M,2167,IMPROPER REGISTRATION,C,31452
2019/08/16 00:00:00+00,62,W,F,918,LB640161,1,,CALVERT,S 53,S 51,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31453
2019/08/16 00:00:00+00,52,W,F,804,LB640159,1,,CALVERT,S 52,S 53,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31454
2019/08/16 00:00:00+00,44,W,M,908,LB640160,1,,CALVERT,S 48,S 51,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31455
2019/08/16 00:00:00+00,34,W,M,1915,LB632899,1,B9-075724,N 48,CLEVELAND,-,2112,NEGLIGENT DRIVING,C,31456
2019/08/16 00:00:00+00,44,W,M,908,LB640160,2,,CALVERT,S 48,S 51,1556,OCCUPANT PROTECTION SYSTEM,C,31457
2019/08/15 00:00:00+00,45,W,M,715,LB640068,1,,A,S 84,REGENCY,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31458
2019/08/14 00:00:00+00,38,W,M,850,LB641708,1,,VINE,N 32,N 30,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31459
2019/08/16 00:00:00+00,34,W,M,1915,LB632899,2,B9-075724,N 48,CLEVELAND,-,2133,HAVE OPEN ALCOHOL CONTAINER,C,31460
2019/08/16 00:00:00+00,61,W,F,754,LB640158,1,,CALVERT,S 52,S 53,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31461
2019/08/15 00:00:00+00,56,W,M,820,LB640071,1,,S COTNER,J,LENOX,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,31462
2019/08/15 00:00:00+00,51,W,F,802,LB641705,1,,VINE,N 40,N 35,2167,IMPROPER REGISTRATION,C,31463
2019/08/17 00:00:00+00,48,W,F,26,LB641553,1,B9-075822,OLD CHENEY,S 70,S 77,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,31464
2019/08/16 00:00:00+00,20,W,M,226,LB633571,1,,NEBR HWY,S 40,S 48,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31465
2019/08/15 00:00:00+00,51,W,M,805,LB640070,1,,O,56,COTNER,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31466
2019/08/12 00:00:00+00,31,W,M,2305,LB637173,1,B9-074507,2310 N 1,-,-,12315,THEFT BY UNLAWFUL TAKING $500-1500,B,31467
2019/08/17 00:00:00+00,48,W,F,26,LB641553,2,B9-075822,OLD CHENEY,S 70,S 77,2195,BROKEN OR WHITE TAIL LIGHT,C,31468
2019/08/16 00:00:00+00,29,W,F,119,LB633570,1,,NEBR HWY,S 40,S 33,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31469
2019/08/15 00:00:00+00,51,W,M,700,LB640067,1,,S 84,VAN DORN,-,2167,IMPROPER REGISTRATION,C,31470
2019/08/15 00:00:00+00,38,W,M,2132,LB639692,1,B9-075381,1420 N 64,-,-,1675,ENTER MOTOR VEHICLE WITHOUT PERMISSION,B,31471
2019/08/16 00:00:00+00,17,W,M,2208,LB638956,1,,O,33,37,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,31472
2019/08/17 00:00:00+00,30,H,M,131,LB620999,1,B9-075834,4119 BALDWIN,-,-,1303,DISTURBING THE PEACE,C,31473
2019/08/16 00:00:00+00,37,B,M,2113,LB638955,1,,O,33,37,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31474
2019/08/16 00:00:00+00,28,B,M,2245,LB638958,1,,O,44,35,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31475
2019/08/16 00:00:00+00,28,B,M,2245,LB638958,2,,O,44,35,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31476
2019/08/16 00:00:00+00,32,W,M,1508,LB642854,1,B9-075606,S 13,A,C,2125,POSSESS MARIJUANA 1 OZ OR LESS/3RD,C,31477
2019/08/16 00:00:00+00,32,W,M,1508,LB642854,2,B9-075606,S 13,A,C,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31478
2019/08/16 00:00:00+00,32,W,M,1508,LB642854,3,B9-075606,S 13,A,C,1556,OCCUPANT PROTECTION SYSTEM,C,31479
2019/08/16 00:00:00+00,22,W,M,2232,LB638957,1,,O,44,-,2168,FAIL TO PROPERLY DISPLAY PLATES,C,31480
2019/08/16 00:00:00+00,33,W,F,1600,LB640655,1,B9-075618,CORNHUSKER,N 33,-,2112,NEGLIGENT DRIVING,C,31481
2019/08/16 00:00:00+00,30,W,M,1344,LB636755,1,B9-075571,N 27,OLD DAIRY,FAIRFIELD,2112,NEGLIGENT DRIVING,C,31482
2019/08/12 00:00:00+00,17,W,M,1825,LB641228,1,B9-074248,VAN DORN,S 6,PARK BLVD,2112,NEGLIGENT DRIVING,C,31483
2019/08/15 00:00:00+00,22,H,F,1812,LB638239,1,B9-075319,NEBR HWY,SOUTHWOOD,S 27,2112,NEGLIGENT DRIVING,C,31484
2019/08/15 00:00:00+00,56,W,F,1551,LB641155,1,B9-075252,S 56,SUMNER,A,2112,NEGLIGENT DRIVING,C,31485
2019/08/15 00:00:00+00,75,W,M,1827,LB641156,1,B9-075312,S 56,COOPER,STOCKWELL,2112,NEGLIGENT DRIVING,C,31486
2019/08/16 00:00:00+00,24,W,M,739,LB640226,1,B9-075473,S 48,OLD CHENEY,RENTWORTH,1333,FAIL TO YIELD TO VEHICLE,C,31487
2019/08/16 00:00:00+00,61,W,F,1230,LB630274,1,B9-075573,NORTHWOODS,N 83,-,2112,NEGLIGENT DRIVING,C,31488
2019/08/16 00:00:00+00,22,W,F,1653,LB640079,1,B9-075654,S 33,GRAINGER,-,2112,NEGLIGENT DRIVING,C,31489
2019/08/16 00:00:00+00,23,W,M,1555,LB641158,1,B9-075622,S 84,WENDALL,AUGUSTA,2112,NEGLIGENT DRIVING,C,31490
2019/08/17 00:00:00+00,39,W,M,1305,LB640533,1,B9-075962,S 9,K,-,1671,SOLICIT FROM RIGHT OF WAY,C,31491
2019/08/17 00:00:00+00,22,W,M,1121,LB633319,1,B9-075937,NW 48,W THATCHER,-,1333,FAIL TO YIELD TO VEHICLE,C,31492
2019/08/17 00:00:00+00,27,B,F,1734,2019006188,1,,261 VINE,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31493
2019/08/17 00:00:00+00,36,W,M,1351,LB637198,1,,S 9,SOUTH,PARK AVE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31494
2019/08/17 00:00:00+00,37,H,M,1406,LB637199,1,B9-075975,S 9,SOUTH,PARK AVE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31495
2019/08/17 00:00:00+00,34,W,M,1336,LB641781,1,B9-075975,CITY OF LINCOLN,-,-,11241,"FALSE IMPRISONMENT, 1ST DEGREE",B,31496
2019/08/17 00:00:00+00,34,W,M,1336,LB641781,2,B9-075975,CITY OF LINCOLN,-,-,11801,POSS FIREARM BY A PROHIBITED PERSON,B,31497
2019/08/17 00:00:00+00,34,W,M,1336,LB641781,3,B9-075975,CITY OF LINCOLN,-,-,11088,POSS CONTROLLED SUBSTANCE,B,31498
2019/07/08 00:00:00+00,31,W,M,1830,LB640587,1,B9-061768,528 S 27,-,-,9060,ROBBERY,B,31499
2019/08/17 00:00:00+00,34,W,M,1818,2019006189,1,,1736 HARWOOD,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31500
2019/08/17 00:00:00+00,46,B,F,2022,2019006191,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31501
2019/08/17 00:00:00+00,29,I,F,2043,2019006193,1,,2905 VINE,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31502
2019/08/17 00:00:00+00,58,B,M,2220,2019006195,1,,1702 WASHINGTON,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31503
2019/08/17 00:00:00+00,53,W,M,2319,2019006197,1,,12,O,-,676,ARRESTED ON COUNTY WARRANT-MSD,B,31504
2019/08/18 00:00:00+00,38,B,M,12,2019006198,1,,2330 N 1,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,31505
2019/08/18 00:00:00+00,25,I,M,228,2019006202,1,,2545 THERESA #6,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31506
2019/08/18 00:00:00+00,45,I,M,325,2019006205,1,,14,O,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31507
2019/08/18 00:00:00+00,28,W,M,129,2019006200,1,,S 16,H,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31508
2019/08/18 00:00:00+00,37,W,M,134,2019006201,1,,N 56,KNOX,JUDSON,677,ARRESTED ON COUNTY BENCH WARRANT,B,31509
2019/08/18 00:00:00+00,23,W,M,457,LB624648,1,B9-076241,5020 N 27,-,-,2037,LOITER AND TRESPASS,B,31510
2019/08/17 00:00:00+00,61,B,M,1805,LB641229,1,B9-076039,1228 S 23,-,-,1303,DISTURBING THE PEACE,B,31511
2019/08/17 00:00:00+00,61,B,M,1805,LB641229,2,B9-076039,1228 S 23,-,-,2037,LOITER AND TRESPASS,B,31512
2019/08/18 00:00:00+00,41,W,F,229,LB639252,1,B9-076210,1001 O #605,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,31513
2019/08/13 00:00:00+00,18,B,M,800,LB641778,1,B9-074408,825 J,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,B,31514
2019/08/15 00:00:00+00,38,W,M,2132,LB639692,2,B9-075381,1420 N 64,-,-,1675,ENTER MOTOR VEHICLE WITHOUT PERMISSION,B,31515
2019/08/16 00:00:00+00,29,W,F,119,LB633570,2,,NEBR HWY,S 40,S 33,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31516
2019/08/15 00:00:00+00,38,W,M,2132,LB639692,3,B9-075381,1420 N 64,-,-,1675,ENTER MOTOR VEHICLE WITHOUT PERMISSION,B,31517
2019/08/15 00:00:00+00,53,H,F,247,LB633569,1,,NEBR NWY,S 56,S 48,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31518
2019/08/15 00:00:00+00,20,W,M,1422,LB638182,1,B9-075220,OLD CHENEY,S 58,S 56,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,31519
2019/08/15 00:00:00+00,53,H,F,247,LB633569,2,,NEBR NWY,S 56,S 48,2167,IMPROPER REGISTRATION,C,31520
2019/08/15 00:00:00+00,20,W,M,2340,LB624646,1,B9-075429,1451 INDIGO,-,-,1301,MAINTAIN DISORDERLY HOUSE,C,31521
2019/08/15 00:00:00+00,53,H,F,247,LB633569,3,,NEBR NWY,S 56,S 48,1556,OCCUPANT PROTECTION SYSTEM,C,31522
2019/08/15 00:00:00+00,46,W,F,927,LB629850,1,B9-075132,S 27,RYONS,SOUTH,1342,FOLLOWING ANOTHER VEHICLE TOO CLOSELY,C,31523
2019/08/16 00:00:00+00,29,W,F,933,LB623987,1,,I180,N 1,SUPERIOR,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31524
2019/08/14 00:00:00+00,29,W,F,821,LB634368,1,B9-074749,575 S 10,-,-,12075,VIOLATE PROTECTION ORDER,B,31525
2019/08/15 00:00:00+00,34,W,F,0,LB640078,1,B9-075259,S 37,F,D,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,31526
2019/08/16 00:00:00+00,47,W,F,2019,2019006174,1,,N 1,P,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31527
2019/08/16 00:00:00+00,28,B,M,35,LB641089,1,B9-075441,1709 WASHINGTON,-,-,11088,POSS CONTROLLED SUBSTANCE,B,31528
2019/08/16 00:00:00+00,28,W,M,1044,2019006157,1,,S 56,NEBR HWY,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31529
2019/08/16 00:00:00+00,55,B,M,2219,2019006177,1,,S 49,MEREDITH,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31530
2019/08/16 00:00:00+00,28,B,M,35,LB641089,2,B9-075441,1709 WASHINGTON,-,-,10054,POSSESS DRUG PARAPHERNALIA,B,31531
2019/08/15 00:00:00+00,43,H,M,1300,LB634757,1,B9-075199,S 40,NORMAL,LAKE,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,31532
2019/08/17 00:00:00+00,20,B,F,534,2019006183,1,,4510 S 52,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,31533
2019/07/28 00:00:00+00,30,W,M,1850,LB626793,1,B9-068738,N 21,DUDLEY,-,11766,OPERATE MOTOR VEHICLE TO AVOID ARREST,B,31534
2019/08/15 00:00:00+00,19,W,M,2340,LB632116,1,B9-075429,1451 INDIGO,-,-,1301,MAINTAIN DISORDERLY HOUSE,C,31535
2019/08/17 00:00:00+00,26,B,M,114,2019006181,1,,1339 O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31536
2019/07/28 00:00:00+00,30,W,M,1850,LB626793,2,B9-068738,N 21,DUDLEY,-,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,B,31537
2019/07/28 00:00:00+00,30,W,M,1850,LB626793,3,B9-068738,N 21,DUDLEY,-,10813,FAIL TO SIGNAL TURN,B,31538
2019/07/28 00:00:00+00,30,W,M,1850,LB626793,4,B9-068738,N 21,DUDLEY,-,11600,UNLAWFUL DISPLAY OF PLATES/RENEWAL TABS,B,31539
2019/07/28 00:00:00+00,30,W,M,1850,LB626793,5,B9-068738,N 21,DUDLEY,-,10781,FAIL TO OBEY LAWFUL ORDER OF POLICE OFFICER,B,31540
2019/08/15 00:00:00+00,35,W,F,2335,LB640029,1,B9-075426,2140 K,-,-,11252,"RESIST ARREST, 2ND/SUBSEQ OFFENSE",B,31541
2019/08/15 00:00:00+00,35,W,F,2335,LB640029,2,B9-075426,2140 K,-,-,9522,DISTURBING THE PEACE,B,31542
2019/08/16 00:00:00+00,24,W,M,128,LB640030,1,B9-075445,2007 Q,-,-,1296,"ASSAULT, STRIKE OR CAUSE BODILY INJURY",B,31543
2019/08/13 00:00:00+00,50,B,M,1115,LB630149,1,B9-074449,N 46,R,O,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31544
2019/08/15 00:00:00+00,18,U,M,1519,LB637892,1,,NORTH HILL,FOLKSWAY,N 33,10922,MISUSE LEARNERS PERMIT (LPD),C,31545
2019/08/15 00:00:00+00,18,U,M,1519,LB637892,2,,NORTH HILL,FOLKSWAY,N 33,10821,CARELESS DRIVING,C,31546
2019/08/15 00:00:00+00,37,W,M,1153,2019006120,1,,NW 20,W O,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31547
2019/08/15 00:00:00+00,37,H,M,2325,LB640653,1,,CORNHUSKER,NW 4,4,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31548
2019/08/15 00:00:00+00,37,H,M,2325,LB640653,2,,CORNHUSKER,NW 4,4,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31549
2019/08/15 00:00:00+00,37,H,M,2325,LB640653,3,,CORNHUSKER,NW 4,4,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,31550
