VDAT,AGE,RACE,SEX,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
2019/03/08 00:00:00+00,37,B,F,1419,LB622320,3,B9-020433,119 S 9,-,-,9522,DISTURBING THE PEACE,B,9322
2019/03/08 00:00:00+00,37,B,F,1419,LB622320,4,B9-020433,119 S 9,-,-,1718,ASSAULT OR MENANCING THREATS,B,9323
2019/03/08 00:00:00+00,76,W,F,1321,LB624033,1,,S 48,BANCROFT,STOCKWELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9324
2019/03/08 00:00:00+00,55,B,F,1311,LB624032,1,,S 48,BANCROFT,STOCKWELL,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,9325
2019/03/08 00:00:00+00,55,B,F,1311,LB624032,2,,S 48,BANCROFT,STOCKWELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9326
2019/03/08 00:00:00+00,38,W,F,1345,LB624034,1,,S 48,BANCROFT,STOCKWELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9327
2019/03/08 00:00:00+00,83,W,M,1239,LB624031,1,,A,S 48,S 46,2167,IMPROPER REGISTRATION,C,9328
2019/03/08 00:00:00+00,19,H,M,820,LB573264,1,B9-020330,S 84,A,NORVAL,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9329
2019/03/08 00:00:00+00,19,H,M,820,LB573264,2,B9-020330,S 84,A,NORVAL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9330
2019/03/07 00:00:00+00,43,W,M,0,LB622990,1,B9-020225,N 30,VINE,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9331
2019/03/08 00:00:00+00,38,W,F,1316,LB624663,1,B9-020420,S 70,A,TETON,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9332
2019/03/08 00:00:00+00,38,W,F,1316,LB624663,2,B9-020420,S 70,A,TETON,2167,IMPROPER REGISTRATION,C,9333
2019/03/08 00:00:00+00,38,W,F,1316,LB624663,3,B9-020420,S 70,A,TETON,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9334
2019/03/08 00:00:00+00,38,W,F,1316,LB624663,4,B9-020420,S 70,A,TETON,1556,OCCUPANT PROTECTION SYSTEM,C,9335
2019/03/08 00:00:00+00,21,W,F,1600,LB623569,1,B9-020473,3417 BRIARWOOD,-,-,12493,ATTEMPT STRANGULATION,B,9336
2019/03/08 00:00:00+00,58,W,F,1718,LB624911,1,B9-020502,4700 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,B,9337
2019/02/22 00:00:00+00,37,W,F,2057,LB625083,1,B9-015859,5330 SALT VALLE,-,-,9462,CHILD ABUSE (M),C,9338
2019/02/27 00:00:00+00,21,W,M,2254,LB625241,1,B9-015890,S 13,A,WASHINGTON,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,9339
2019/02/27 00:00:00+00,21,W,M,2254,LB625241,2,B9-015890,S 13,A,WASHINGTON,2119,POSSESS DRUG PARAPHERNALIA,C,9340
2019/02/27 00:00:00+00,21,W,M,2254,LB625241,3,B9-015890,S 13,A,WASHINGTON,2112,NEGLIGENT DRIVING,C,9341
2019/03/08 00:00:00+00,51,H,F,806,LB295946,1,,S 8,K,J,2167,IMPROPER REGISTRATION,C,9342
2019/03/08 00:00:00+00,39,W,M,817,LB295947,1,,S 9,J,G,2167,IMPROPER REGISTRATION,C,9343
2019/03/08 00:00:00+00,20,W,M,925,LB295948,1,,N 1,CORNHUSKER,CHARLESTON,2167,IMPROPER REGISTRATION,C,9344
2019/03/08 00:00:00+00,20,W,M,925,LB295948,2,,N 1,CORNHUSKER,CHARLESTON,1556,OCCUPANT PROTECTION SYSTEM,C,9345
2019/03/08 00:00:00+00,48,W,M,950,LB295949,1,,N 1,CORNHUSKER,CHARLESTON,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,9346
2019/03/08 00:00:00+00,19,H,M,1051,LB295950,1,,ROSA PARKS WAY,S FOLSOM,HWY 77,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,9347
2019/03/08 00:00:00+00,19,H,M,1051,LB295950,2,,ROSA PARKS WAY,S FOLSOM,HWY 77,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9348
2019/03/08 00:00:00+00,60,W,F,1116,LB618034,1,,ROSA PARKS WAY,HWY 77,S FOLSOM,2167,IMPROPER REGISTRATION,C,9349
2019/03/08 00:00:00+00,67,W,M,1109,LB618033,1,,ROSA PARKS WAY,S 9,S FOLSOM,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,9350
2019/03/08 00:00:00+00,67,W,M,1109,LB618033,2,,ROSA PARKS WAY,S 9,S FOLSOM,1556,OCCUPANT PROTECTION SYSTEM,C,9351
2019/03/08 00:00:00+00,56,W,M,1323,LB618035,1,,ROS PARKS WAY,S FOLSOM,S 9,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,9352
2019/03/08 00:00:00+00,19,B,F,1345,LB618036,1,,ROSA PARKS WAY,S 9,S FOLSOM,2167,IMPROPER REGISTRATION,C,9353
2019/03/08 00:00:00+00,19,B,F,1345,LB618036,2,,ROSA PARKS WAY,S 9,S FOLSOM,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,9354
2019/03/08 00:00:00+00,21,W,F,1235,LB625964,1,,PIONEERS,S 58,-,2167,IMPROPER REGISTRATION,C,9355
2019/03/08 00:00:00+00,45,B,F,622,LB625434,1,B9-020306,NW 12,W UPLAND,-,1333,FAIL TO YIELD TO VEHICLE,C,9356
2019/03/08 00:00:00+00,45,B,F,622,LB625434,2,B9-020306,NW 12,W UPLAND,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9357
2019/03/08 00:00:00+00,34,W,M,1345,LB626011,1,B9-020425,S 14,NEBR HWY,-,2112,NEGLIGENT DRIVING,C,9358
2019/01/28 00:00:00+00,33,H,M,0,XX2190121,1,,,2166 S 7TH ST,,1912,OPERATE BUSINESS W/O PERMIT FRM FIRE PREVENT,C,9359
2019/03/06 00:00:00+00,26,W,F,1456,LB188458,2,B9-019779,S 27,J,RANDOLPH,2221,FICTITIOUS LICENSE PLATES,C,9360
2019/03/06 00:00:00+00,26,W,F,1456,LB188458,3,B9-019779,S 27,J,RANDOLPH,1556,OCCUPANT PROTECTION SYSTEM,C,9361
2019/03/06 00:00:00+00,26,W,F,1456,LB188458,4,B9-019779,S 27,J,RANDOLPH,1512,THROW LITTER FROM VEHICLE,C,9362
2019/03/06 00:00:00+00,65,W,M,1156,LB627436,1,B9-019731,2555 O,-,-,11092,MANU/DELV/POSS CONTR SUBST W/INTENT TO DELVR,B,9363
2019/03/06 00:00:00+00,65,W,M,1156,LB627436,2,B9-019731,2555 O,-,-,11088,POSS CONTROLLED SUBSTANCE,B,9364
2019/03/06 00:00:00+00,65,W,M,1156,LB627436,3,B9-019731,2555 O,-,-,11088,POSS CONTROLLED SUBSTANCE,B,9365
2019/03/06 00:00:00+00,84,W,M,1609,2019001710,1,,3711 A,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9366
2019/03/06 00:00:00+00,22,W,M,756,LB624314,1,B9-019654,N MAIN,W DAWES,-,1333,FAIL TO YIELD TO VEHICLE,C,9367
2019/03/06 00:00:00+00,29,W,M,634,LB624313,1,B9-019637,300 BLK BRIDGER,-,-,2112,NEGLIGENT DRIVING,C,9368
2019/03/06 00:00:00+00,48,W,F,1651,2019001711,1,,2026 SUMNER,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9369
2019/03/06 00:00:00+00,37,W,M,1615,LB625715,1,B9-019815,1534 D,-,-,1303,DISTURBING THE PEACE,B,9370
2019/03/06 00:00:00+00,37,W,M,1615,LB625715,2,B9-019815,1534 D,-,-,2063,BOTTLE ROCKETS UNLAWFUL,B,9371
2019/03/06 00:00:00+00,41,W,M,1700,2019001713,1,,401 N 84,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9372
2019/03/06 00:00:00+00,35,W,M,1658,2019001712,1,,2926 SUMNER,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,9373
2019/03/06 00:00:00+00,41,W,M,1543,LB620935,1,B9-019805,401 N 84,-,-,12312,"THEFT BY SHOPLIFTING $0-$500, 3RD/SUBSQ",B,9374
2019/03/06 00:00:00+00,20,B,F,1844,2019001715,1,,4901 O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9375
2019/03/06 00:00:00+00,21,I,M,1705,LB627238,1,,S 17,HARRISON,-,2167,IMPROPER REGISTRATION,C,9376
2019/03/06 00:00:00+00,65,W,F,1413,LB627236,1,,VAN DORN,PARK,-,2167,IMPROPER REGISTRATION,C,9377
2019/03/06 00:00:00+00,46,W,M,1655,LB627237,1,,VAN DORN,S 16,-,2167,IMPROPER REGISTRATION,C,9378
2019/03/06 00:00:00+00,40,W,F,800,LB625890,1,B9-019650,S 14,B,-,2167,IMPROPER REGISTRATION,C,9379
2019/03/06 00:00:00+00,25,W,F,800,LB625889,1,B9-019650,S 14,B,-,2112,NEGLIGENT DRIVING,C,9380
2019/03/06 00:00:00+00,63,W,F,741,LB623137,1,B9-019648,N 32,STARR,HOLDREGE,2112,NEGLIGENT DRIVING,C,9381
2019/03/06 00:00:00+00,25,W,M,1912,2019001716,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9382
2019/03/06 00:00:00+00,19,W,M,1443,LB369158,1,,S 33,O,L,2167,IMPROPER REGISTRATION,C,9383
2019/03/06 00:00:00+00,40,W,F,853,LB295932,1,,CORNHUSKER,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9384
2019/03/07 00:00:00+00,29,W,M,1325,LB573259,1,,S 10,SOUTH,SUMNER,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9385
2019/01/28 00:00:00+00,33,H,M,0,XX2190121,2,,,2166 S 7TH ST,,1526,SPRAYING IN UNEQUIPPED AREA,C,9386
2019/03/06 00:00:00+00,46,W,M,1625,LB628026,1,B9-019819,CAPITOL PKWY,J,RANDOLPH,2112,NEGLIGENT DRIVING,C,9387
2019/03/07 00:00:00+00,18,W,M,1036,LB623061,1,,O,2,11,2167,IMPROPER REGISTRATION,C,9388
2019/03/06 00:00:00+00,27,W,M,906,LB295933,1,,CORNHUSKER,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9389
2019/03/07 00:00:00+00,48,W,M,919,LB623060,1,,O,9,CENTENNIAL MALL,2167,IMPROPER REGISTRATION,C,9390
2019/03/06 00:00:00+00,43,W,M,927,LB295934,1,,CORNHUSKER,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9391
2019/03/06 00:00:00+00,21,B,F,1252,LB622442,1,,S 16,O,L,2167,IMPROPER REGISTRATION,C,9392
2019/03/06 00:00:00+00,60,H,M,946,LB295935,1,,CORNHUSKER,N 56,RUSSELL,2167,IMPROPER REGISTRATION,C,9393
2019/03/07 00:00:00+00,59,W,M,813,LB623138,1,,S 20,G,-,2167,IMPROPER REGISTRATION,C,9394
2019/03/06 00:00:00+00,60,H,M,946,LB295935,2,,CORNHUSKER,N 56,RUSSELL,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9395
2019/03/07 00:00:00+00,26,W,F,1803,LB623870,1,,ROSA PARKS,HOMESTEAD EXP,-,2167,IMPROPER REGISTRATION,C,9396
2019/03/06 00:00:00+00,25,W,F,1013,LB295936,1,,CORNHUSKER,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9397
2019/03/06 00:00:00+00,31,W,F,1557,LB624052,1,,NORMAL,S 40,-,2167,IMPROPER REGISTRATION,C,9398
2019/03/06 00:00:00+00,59,W,F,1028,LB295937,1,,CORNHUSKER,RUSSELL,N 56,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9399
2019/03/07 00:00:00+00,17,W,F,1348,LB573260,1,,S 10,SOUTH,SUMNER,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9400
2019/03/06 00:00:00+00,29,W,M,1047,LB295938,1,,CORNHUSKER,N 70,RUSSELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9401
2019/03/08 00:00:00+00,33,W,M,1409,LB619593,1,B9-020279,GARFIELD,S 5,-,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,9402
2019/03/07 00:00:00+00,49,W,F,1926,LB620813,1,B9-020236,1448 N 48,-,-,1314,THEFT OF SERVICES,C,9403
2019/03/06 00:00:00+00,20,W,M,1059,LB295939,1,,CORNHUSKER,RUSSELL,N 70,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9404
2019/03/08 00:00:00+00,33,W,M,1409,LB619593,2,B9-020279,GARFIELD,S 5,-,12634,"POSSESS THC, 1ST OFFENSE",C,9405
2019/03/07 00:00:00+00,49,W,F,1926,LB620813,2,B9-020236,1448 N 48,-,-,1292,"HINDER, DELAY, OR INTERRUPT ARREST",C,9406
2019/03/06 00:00:00+00,19,B,F,923,LB617461,1,,W O,SUN VALLEY,2,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,9407
2019/03/08 00:00:00+00,33,W,M,1409,LB619593,3,B9-020279,GARFIELD,S 5,-,11082,"POSS MARIJUANA, LESS THAN 1 OZ -3RD/SUBSQ",C,9408
2019/03/07 00:00:00+00,49,W,F,1926,LB620813,3,B9-020236,1448 N 48,-,-,1294,REFUSE TO COMPLY WITH ORDER OF POLICE OFFCR,C,9409
2019/03/07 00:00:00+00,21,B,F,1507,LB573261,1,,S 10,SOUTH,SUMNER,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,9410
2019/03/07 00:00:00+00,53,W,M,1522,LB573262,1,,S 10,SOUTH,SUMNER,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,9411
2019/03/07 00:00:00+00,24,H,M,1545,LB573263,1,,S 10,SOUTH,SUMNER,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,9412
2019/03/07 00:00:00+00,24,H,M,1545,LB573263,2,,S 10,SOUTH,SUMNER,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,9413
2019/03/07 00:00:00+00,24,H,M,1545,LB573263,3,,S 10,SOUTH,SUMNER,1556,OCCUPANT PROTECTION SYSTEM,C,9414
2019/03/06 00:00:00+00,25,B,M,2000,LB620089,1,,27,O,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,9415
2019/03/06 00:00:00+00,25,B,M,2000,LB620089,2,,27,O,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9416
2019/03/07 00:00:00+00,26,W,M,906,LB625668,1,,S 17,C,D,2167,IMPROPER REGISTRATION,C,9417
2019/03/06 00:00:00+00,28,H,M,1251,LB621165,1,B9-019732,N 48,ORCHARD,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9418
2019/03/06 00:00:00+00,28,H,M,1251,LB621165,2,B9-019732,N 48,ORCHARD,-,2198,FAIL TO YIELD ROW TO VEHICLE TURNING LEFT,C,9419
2019/03/07 00:00:00+00,28,W,F,2139,LB621117,1,B9-020235,N 48,HOLDREGE,LEIGHTON,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9420
2019/03/07 00:00:00+00,28,W,F,2139,LB621117,2,B9-020235,N 48,HOLDREGE,LEIGHTON,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,9421
2019/03/06 00:00:00+00,26,H,F,2151,LB620869,1,,N 84,CORNHUSKER HWY,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,9422
2019/03/06 00:00:00+00,26,H,F,2151,LB620869,2,,N 84,CORNHUSKER HWY,-,2167,IMPROPER REGISTRATION,C,9423
2019/03/07 00:00:00+00,19,W,M,2110,LB627463,1,B9-020227,SUPERIOR,LEWIS,N 1,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9424
2019/03/06 00:00:00+00,54,W,F,1722,LB620868,1,,N 48,ST PAUL,-,2167,IMPROPER REGISTRATION,C,9425
2019/03/07 00:00:00+00,53,W,M,1709,LB625073,1,,OLD CHENEY,S 56,S 40,2167,IMPROPER REGISTRATION,C,9426
2019/03/07 00:00:00+00,17,W,F,2,LB624477,1,,S 84,NAVAJO,S HAZELWOOD,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,9427
2019/03/07 00:00:00+00,66,W,F,1610,LB627462,1,,N 27,OLD DAIRY,KING,2167,IMPROPER REGISTRATION,C,9428
2019/03/07 00:00:00+00,37,W,F,1337,LB623063,1,B9-020107,N ANTELOPE PKWY,VINE,MILITARY,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,9429
2019/03/07 00:00:00+00,37,W,F,1337,LB623063,2,B9-020107,N ANTELOPE PKWY,VINE,MILITARY,2167,IMPROPER REGISTRATION,C,9430
2019/03/07 00:00:00+00,37,W,F,1337,LB623063,3,B9-020107,N ANTELOPE PKWY,VINE,MILITARY,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9431
2019/03/07 00:00:00+00,42,W,M,1550,LB623064,1,,N,S 18,S 17,2167,IMPROPER REGISTRATION,C,9432
2019/03/07 00:00:00+00,34,W,F,1639,LB623139,1,B9-020159,S 14,K,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9433
2019/03/07 00:00:00+00,34,W,F,1639,LB623139,2,B9-020159,S 14,K,-,2167,IMPROPER REGISTRATION,C,9434
2019/03/07 00:00:00+00,19,W,F,1207,LB623062,1,,N 27,CENTER,HOLDREGE,2167,IMPROPER REGISTRATION,C,9435
2019/03/08 00:00:00+00,23,W,F,230,LB622803,1,B9-020282,25,O,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9436
2019/03/07 00:00:00+00,38,B,M,916,LB627437,1,B9-020026,O,27,33,2147,AFTER REVOCATION BUT BEFORE NEW LICENSE,C,9437
2019/03/07 00:00:00+00,25,B,F,2115,LB619590,1,B9-020229,C & D,S 20 & S 21,-,2147,AFTER REVOCATION BUT BEFORE NEW LICENSE,C,9438
2019/03/08 00:00:00+00,33,W,M,1409,LB619593,4,B9-020279,GARFIELD,S 5,-,10415,POSSESS DRUG PARAPHERNALIA-2ND OFFENSE,C,9439
2019/03/08 00:00:00+00,33,W,M,1409,LB619593,5,B9-020279,GARFIELD,S 5,-,11599,NO PROOF INSURANCE,C,9440
2019/03/08 00:00:00+00,56,B,M,1031,2019001755,1,,S 13,F,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9441
2019/03/06 00:00:00+00,19,B,F,923,LB617461,2,,W O,SUN VALLEY,2,1556,OCCUPANT PROTECTION SYSTEM,C,9442
2019/03/06 00:00:00+00,68,W,M,1825,LB624529,1,,S 70,OLD CHENEY,-,1333,FAIL TO YIELD TO VEHICLE,C,9443
2019/03/06 00:00:00+00,27,W,F,1623,LB625891,1,B9-019820,SW 27,W PEACH,-,2167,IMPROPER REGISTRATION,C,9444
2019/03/06 00:00:00+00,25,W,M,1615,LB627356,1,B9-019817,NEBR HWY,-,-,2112,NEGLIGENT DRIVING,C,9445
2019/03/07 00:00:00+00,56,W,M,425,LB626881,1,B9-019976,S 10,VAN DORN,-,1350,DRIVE TOO FAST FOR THE CONDITIONS,C,9446
2019/03/06 00:00:00+00,34,B,M,1053,LB623106,1,B9-019699,2710 W,-,-,2037,LOITER AND TRESPASS,C,9447
2019/03/07 00:00:00+00,22,W,F,1810,LB623140,1,B9-020183,Q,N 32,N 33,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,9448
2019/03/06 00:00:00+00,24,W,M,1420,LB369159,1,,O,17,27,2167,IMPROPER REGISTRATION,C,9449
2019/03/07 00:00:00+00,42,W,M,957,LB625669,1,B9-020037,S 9,SOUTH,-,2112,NEGLIGENT DRIVING,C,9450
2019/03/08 00:00:00+00,19,H,M,335,LB623282,1,B9-020288,I 180,SUPERIOR,CORNHUSKER HWY,2112,NEGLIGENT DRIVING,C,9451
2019/03/07 00:00:00+00,49,W,F,1726,LB623108,1,B9-020176,N 27,Q,-,2112,NEGLIGENT DRIVING,C,9452
2019/03/07 00:00:00+00,59,W,M,2148,LB619591,1,B9-020239,W SOUTH,S FOLSOM,SW 16,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,9453
2019/03/07 00:00:00+00,59,W,M,2148,LB619591,2,B9-020239,W SOUTH,S FOLSOM,SW 16,2112,NEGLIGENT DRIVING,C,9454
2019/03/06 00:00:00+00,18,W,M,1738,LB622443,1,B9-019846,N 25,VINE,-,1396,FAIL TO CROSS STREET IN CROSSWALK,C,9455
2019/03/07 00:00:00+00,65,W,M,1523,LB624053,1,B9-020137,S 27,CABLE,SOUTH,2112,NEGLIGENT DRIVING,C,9456
2019/03/08 00:00:00+00,28,W,M,55,LB625307,1,B9-020268,S 33,SOUTH,SMITH,11641,DUI-2ND >.15,C,9457
2019/03/08 00:00:00+00,28,W,M,55,LB625307,2,B9-020268,S 33,SOUTH,SMITH,11553,REFUSE PRELIM TEST,C,9458
2019/03/08 00:00:00+00,34,B,F,1126,2019001757,1,,2925 NW 12,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9459
2019/03/08 00:00:00+00,19,B,M,614,2019001752,1,,6810 NW TEMPEST,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9460
2018/11/22 00:00:00+00,34,B,F,1544,LB624819,1,B8-109428,CITY OF LINCOLN,-,-,12302,THEFT LOST/MISLAID PROPERTY $0-500,B,9461
2018/11/22 00:00:00+00,34,B,F,1544,LB624819,2,B8-109428,CITY OF LINCOLN,-,-,12323,THEFT BY DECEPTION $0-500,B,9462
2019/03/08 00:00:00+00,38,W,F,1106,LB625364,1,B9-020368,NEBR HWY,S 40,S 48,2112,NEGLIGENT DRIVING,C,9463
2019/03/08 00:00:00+00,33,W,M,900,LB580280,1,,S 9,ROSE,-,2167,IMPROPER REGISTRATION,C,9464
2019/03/08 00:00:00+00,27,W,F,940,LB580281,1,,S 70,L,-,2167,IMPROPER REGISTRATION,C,9465
2019/03/08 00:00:00+00,34,W,F,1012,LB580282,1,,S 40,LAKE,-,2167,IMPROPER REGISTRATION,C,9466
2019/03/08 00:00:00+00,48,W,M,1040,LB580283,1,,S 48,CALVERT,-,2167,IMPROPER REGISTRATION,C,9467
2019/03/08 00:00:00+00,48,W,M,1040,LB580283,2,,S 48,CALVERT,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9468
2019/03/08 00:00:00+00,42,W,F,1340,LB580284,1,,N 66,FAIRFAX,-,2167,IMPROPER REGISTRATION,C,9469
2019/03/08 00:00:00+00,42,W,F,1340,LB580284,2,,N 66,FAIRFAX,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9470
2019/03/07 00:00:00+00,68,W,F,1345,LB580278,1,,S COTNER,SUMNER,-,2167,IMPROPER REGISTRATION,C,9471
2019/03/07 00:00:00+00,68,W,F,1345,LB580278,2,,S COTNER,SUMNER,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,9472
2019/03/07 00:00:00+00,23,W,F,1412,LB580279,1,,S 13,SOUTH,-,2167,IMPROPER REGISTRATION,C,9473
2019/03/08 00:00:00+00,19,W,M,1127,2019001758,1,,3001 NW 12,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,9474
2019/03/08 00:00:00+00,22,B,M,1349,2019001763,1,,2925 NW 12,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9475
2019/03/08 00:00:00+00,21,B,F,1425,2019001764,1,,2920 NW 12 #230,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,9476
2019/01/09 00:00:00+00,46,W,M,1940,LB628252,1,B9-002482,7547 BRUMMOND,-,-,11088,POSS CONTROLLED SUBSTANCE,C,9477
2019/03/07 00:00:00+00,19,W,F,200,LB627064,1,B9-019949,3100 N 35 #305,-,-,11088,POSS CONTROLLED SUBSTANCE,B,9478
2019/03/07 00:00:00+00,27,B,M,258,LB624510,1,B9-019967,3601 NW 52,-,-,12276,STRANGULATION,B,9479
2019/03/07 00:00:00+00,27,B,M,258,LB624510,2,B9-019967,3601 NW 52,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,9480
2019/03/07 00:00:00+00,27,B,M,113,LB621876,1,B9-019948,N 56,BALDWIN,J,1898,"SUSPENDED LICENSE, ELIGIBLE",B,9481
2019/03/07 00:00:00+00,27,B,M,113,LB621876,2,B9-019948,N 56,BALDWIN,J,2125,POSSESS MARIJUANA 1 OZ OR LESS/3RD,B,9482
2019/03/07 00:00:00+00,27,B,M,113,LB621876,3,B9-019948,N 56,BALDWIN,J,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,B,9483
2019/03/07 00:00:00+00,27,B,M,113,LB621876,4,B9-019948,N 56,BALDWIN,J,1345,FAIL TO SIGNAL TURN,B,9484
2019/03/07 00:00:00+00,27,B,M,113,LB621876,5,B9-019948,N 56,BALDWIN,J,2133,HAVE OPEN ALCOHOL CONTAINER,B,9485
2019/03/06 00:00:00+00,36,H,F,1650,LB620891,1,B9-019829,1541 N 69,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,9486
2019/03/06 00:00:00+00,48,W,M,2150,LB622774,1,B9-019913,3801 W O,-,-,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,B,9487
2019/03/06 00:00:00+00,48,W,M,2111,LB622772,1,B9-019906,838 N 27,-,-,11252,"RESIST ARREST, 2ND/SUBSEQ OFFENSE",B,9488
2019/03/06 00:00:00+00,48,W,M,2111,LB622772,2,B9-019906,838 N 27,-,-,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,B,9489
2019/03/06 00:00:00+00,48,W,M,2111,LB622772,3,B9-019906,838 N 27,-,-,9194,OBSTRUCTING A PEACE OFFICER,B,9490
2019/03/06 00:00:00+00,48,W,M,2111,LB622772,4,B9-019906,838 N 27,-,-,12055,ASSAULT W/BODY FLUID ON OFFICER,B,9491
2019/03/06 00:00:00+00,48,W,M,2111,LB622772,5,B9-019906,838 N 27,-,-,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,B,9492
2019/03/06 00:00:00+00,48,W,M,2111,LB622772,6,B9-019906,838 N 27,-,-,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,B,9493
2019/03/06 00:00:00+00,48,W,M,2111,LB622773,1,B9-019907,838 N 27,-,-,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,B,9494
2019/03/07 00:00:00+00,36,W,F,146,LB621041,1,B9-019954,2030 MANOR,-,-,9150,UNAUTHORIZED USE PROPELLED VEHICLE,C,9495
2019/03/06 00:00:00+00,29,W,M,1738,LB623566,1,B9-019844,2500 JAMIE,-,-,2037,LOITER AND TRESPASS,C,9496
2019/03/06 00:00:00+00,29,W,M,1652,LB623739,1,B9-019832,N 14,SUPERIOR,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,9497
2019/03/06 00:00:00+00,29,W,M,1652,LB623739,2,B9-019832,N 14,SUPERIOR,-,2119,POSSESS DRUG PARAPHERNALIA,C,9498
2019/03/06 00:00:00+00,29,W,M,1652,LB623739,3,B9-019832,N 14,SUPERIOR,-,1998,EVASION OF TRAFFIC CONTROL DEVICES,C,9499
2019/03/06 00:00:00+00,22,W,F,1256,LB622407,1,B9-019733,N 27,T,-,2112,NEGLIGENT DRIVING,C,9500
2019/03/05 00:00:00+00,29,A,M,1753,LB620865,1,B9-019346,VINE,CARLOS DR,E AVON,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,9501
